id,name_cn,rank,total,total_score,prob_score,simp_score,conf_score
80840,IS2 OVA 一夏的回忆,6872,555,-250296,-2875.7563,-4664,-24100.9895
80864,太空丹迪,214,3006,629060,4869.1282,7053,47500.1483
80913,凹凸世界,4751,344,-37353,-716.7679,-1375,-4822.854
80918,怪医黑杰克21,1644,128,11079,761.9584,1506,2917.7979
80932,齐木楠雄的灾难,2562,515,-53166,-706.7398,-1372,-5518.3989
80985,只要你说你爱我 OAD,5624,201,-65233,-1611.0901,-2725,-9699.1232
80993,进击的巨人 OAD,2327,1800,-13035,1416.2436,2494,7039.1191
80995,血意少年 OAD,4033,386,-76461,-827.5356,-1502,-7486.3679
80996,元气少女缘结神 OAD,2179,516,-10237,590.2175,1006,1589.8409
81010,某科学的超电磁炮S,823,10396,0,0.0,0,0.0
81034,蜡笔小新 超级美味B级美食大逃亡,2652,321,-18853,45.0741,-16,-1251.2505
81077,哆啦A梦：新·大雄的大魔境~贝可与5人探险队~,2655,332,0,0.0,0,0.0
81109,熊出没,7524,200,-64091,-2236.59,-2977,-11289.6726
81179,果宝特攻,5035,413,-53851,-646.074,-1124,-5584.2173
81186,目隐都市的演绎者,6881,3691,-820495,-2719.2157,-4982,-39129.0855
81372,精灵宝可梦 起源,1054,988,109180,2640.5857,4233,15881.5117
81386,人鱼又上钩 OAD,3785,305,-49741,-491.0435,-935,-4812.3846
81404,仇恨之路,2385,91,8632,738.5484,1197,2627.0419
81506,凌辱ゲリラ狩り3,6551,90,-23854,-1142.1375,-1968,-5059.6084
81674,三和,6166,105,-51304,-1606.4997,-2683,-8767.7739
81689,女教师,4189,57,-3082,-221.2784,-296,-809.8208
81714,キャッスルファンタジア ～聖魔大戦～,4990,52,-9482,-604.6838,-977,-2353.2921
81719,人形の館,6355,76,-27228,-1435.6294,-2125,-6117.5896
81721,くノ一幕末奇譚,4902,77,-14105,-801.9463,-1287,-3291.5282
81728,淫の方程式,6064,95,-21798,-1143.0567,-1839,-4862.6867
81739,枫色,5176,91,0,0.0,0,0.0
81740,东京镇魂歌,6646,56,-17198,-973.7011,-1569,-4017.9855
81811,ASGALDH,4984,52,-10272,-664.5585,-1198,-2576.1674
81846,薄樱鬼 第二章 士魂苍穹,3501,127,-18878,-483.27,-862,-2952.1992
81847,兔宝的悲惨日常 觉醒篇,3635,268,-29657,-362.784,-708,-3210.0537
81850,花与蛇,6425,60,-17320,-1019.6203,-1773,-4140.9677
81853,真?瑠璃色の雪,3903,55,-4992,-325.0315,-372,-1251.8193
81855,淫兽学园 复活篇,5476,56,-8055,-507.3695,-707,-1989.9306
81857,炎の孕ませ同級生,5925,145,-38934,-1445.4801,-2493,-7177.3195
81858,淫梦2,4878,52,-5109,-334.4692,-523,-1285.9758
81859,小楓,4125,67,-4832,-274.6326,-222,-1127.885
81860,ANGEL CORE ～天使たちの住処～,5477,75,-16855,-981.5067,-1558,-3995.9553
81861,轮奸学园,6259,65,-21076,-1128.8616,-1966,-4781.8346
81862,恶戏,2235,332,-4324,-72.6535,-77,-429.6335
81864,回春,4879,51,-8791,-573.6082,-931,-2219.6525
81947,神魄,2538,68,-3049,-118.8972,-173,-592.4644
82079,网球并不可笑嘛 3期,2263,773,21670,1282.9516,2400,6266.9775
82123,束缚游戏,4407,142,-21933,-894.1987,-1901,-4267.9486
82126,姬辱,6354,64,-17893,-975.7914,-1482,-4095.6581
82130,Natural,5801,83,-12957,-697.7792,-1187,-2933.0168
82150,母娘乱馆,6456,272,-64879,-1689.309,-2710,-9809.4618
82151,たゆたゆ,6570,119,-42436,-1779.3523,-2829,-8391.8615
82193,生存游戏社,3318,1245,-49825,688.3206,1310,1035.317
82200,奴隶兔与安东尼,4747,291,-24359,-493.5106,-846,-3169.2192
82204,欲情火箭筒,6244,189,-39783,-1309.2392,-2231,-6860.8672
82205,JUNK LAND THE ANIMATION,6827,104,-50363,-2085.6259,-3169,-9923.8601
82207,女孩子真的也很色喔,5782,227,-40586,-1308.3426,-2109,-6874.7144
82208,かがち様お慰め奉ります ～寝取られ村淫夜噺～ THE ANIMATION,5611,253,-36525,-1281.5518,-2171,-6504.2301
82214,真?恋姬无双～少女大乱～ OVA,4167,133,-34919,-1072.873,-1893,-5858.1963
82233,向阳素描 沙英?寻 毕业篇,292,559,183660,3403.8539,5431,22680.5297
82322,花物语,1110,3998,289483,2987.4548,4920,26931.5955
82470,魔法禁书目录 恩底弥翁的奇迹,5118,3214,0,0.0,0,0.0
82510,进击的巨人 Q版剧场 飞起来！训练兵团,4857,339,-82079,-1210.5609,-2196,-9390.5776
82531,偶像活动 第一年,820,344,0,0.0,0,0.0
82572,野良神,1901,7594,115799,1995.8033,3339,18495.2457
82717,花木兰2,6251,98,-36659,-1729.5676,-2718,-7728.9939
82756,日与夜,2410,58,1574,261.2079,567,748.075
82770,幻想万华镜 泡沫、哀伤的桃源,1622,433,36964,1749.6972,2817,8136.6752
82777,我的青春恋爱物语果然有问题 OVA,1785,3564,98000,1990.4081,3309,15601.887
82896,我不受欢迎，怎么想都是你们的错！ OAD,3572,640,-52866,405.6774,653,-1177.2738
83012,鲁邦三世 炎之记忆～东京危机～,1870,70,3537,429.9405,843,1323.4625
83067,剧场版 心理测量者,1638,2488,179651,2625.0262,4352,20536.6852
83068,对某飞行员的追忆,2308,1191,0,0.0,0,0.0
83079,地球队长,5548,771,-134553,-763.3056,-1371,-9810.8524
83124,妖怪手表,1815,170,-1696,212.9807,411,343.2691
83295,乔瓦尼之岛,3371,171,-15837,58.8601,16,-1093.7408
83402,Fate/kaleid liner 魔法少女☆伊莉雅 2wei!,1941,3065,112297,2101.456,3433,15809.1246
83548,鲁邦三世 沃尔特P38,1511,91,10557,833.2832,1642,2995.0491
83727,淫魔妖女,2555,155,2333,236.1565,598,834.8927
83731,Fate/kaleid liner 魔法少女☆伊莉雅 OAD,3403,975,-83614,352.9856,524,-1939.0393
83737,Little Busters! EX,908,1707,166309,2319.9048,4065,17390.9767
83841,人妻かすみさん,3672,197,-13265,-560.5381,-891,-2590.3532
83868,元气囝仔,472,3605,532755,4022.3888,6275,39693.1511
83869,未确认进行式,2622,2530,-13281,1293.6338,2275,6848.4603
83915,当不成勇者的我，只好认真找工作了。 OAD,6164,303,-103313,-1536.9108,-2667,-11809.6662
83929,猎天使魔女 血色命运,5625,351,-87009,-1202.0616,-2288,-9627.1834
83967,科拉传奇 第二季：神灵,1942,163,0,0.0,0,0.0
84081,超级索尼子,6838,883,-275076,-2058.5848,-3711,-21334.1077
84083,迷你偶像 2期,1367,425,40852,1429.4764,2525,7447.3976
84084,小恶魔女友,5025,295,-24361,-571.4899,-1021,-3467.9236
84122,时光钟摆,1277,245,53653,2406.483,3695,11059.8891
84171,排球少年,130,5183,900173,5129.7492,7112,56289.6816
84189,极速蜗牛,4523,119,-18721,-630.1325,-1090,-3310.4846
84386,舰队Collection,7149,3882,-934318,-2982.5407,-5090,-43529.2724
84493,大家集合！Falcom学园,5861,679,-155648,-1525.9003,-2864,-14073.3796
84501,夏目友人帐 曾几何时下雪之日,702,1377,184532,3204.253,5090,22356.569
84506,有你的小镇 OAD,5703,191,-55293,-1020.9151,-1839,-7201.7377
84519,写真馆,1894,185,26935,1538.3671,2585,6496.8715
84521,阳光中的青时雨,2291,698,41561,1932.2167,3332,9735.3801
84547,花右京女仆队 第二季,5450,66,-35588,-1726.3002,-2946,-7653.4454
84585,淫兽学园 La☆BlueGirl,5125,64,-9294,-610.7128,-793,-2347.4826
84615,攻壳机动队 S.A.C. Solid State Society,66,2653,0,0.0,0,0.0
84641,我的狐仙女友,6228,1984,0,0.0,0,0.0
84642,魔鬼恋人,6915,769,0,0.0,0,0.0
84701,宇宙战舰大和号2199 星巡的方舟,1635,209,31333,1575.8179,2483,6986.16
84719,上课小动作 OAD,2830,937,-45675,716.2634,1223,933.9306
84728,天元突破 Parallel Works,1321,222,35237,1701.8672,2937,7728.4845
84756,飞出个未来 第4季,633,71,3391,266.6579,520,949.3766
84758,天元突破 Parallel Works 2,1796,192,25883,1491.4834,2530,6321.0706
84793,Music S.T.A.R.T!!,5024,692,-136532,-739.6855,-1334,-9767.784
84801,纯洁的玛利亚,4362,1560,-154799,212.655,410,-4893.4325
84864,野良神 OAD,2492,1649,-26865,1120.7813,1909,4863.6102
84866,刀剑神域 Extra Edition,5677,2181,-448124,-1583.8276,-2746,-23405.184
84872,魔法科高校的劣等生,6938,4684,-1006302,-2519.5654,-4382,-41464.2754
84873,漆黑的子弹,4748,4691,-555156,-641.9788,-1059,-17661.0376
84905,美脚性奴会長 亜衣,6322,243,-66944,-1912.28,-3036,-10637.5504
84935,Wanna. ～SpartanSex Spermax!!!～,6433,246,0,0.0,0,0.0
84984,鲁邦三世 鲁邦暗杀指令,2826,63,-8990,-318.9022,-640,-1689.5793
84986,鲁邦三世 暮色☆双子钻石的秘密,2519,60,-4355,-63.8076,-145,-629.7344
84987,鲁邦三世 爱的记号～不二子的倒霉日～,2856,71,-9865,-337.9213,-654,-1807.5742
84988,鲁邦三世 一美元的战争,2087,90,-277,283.3105,625,625.093
84989,鲁邦三世 通往恶魔岛,2668,58,-8159,-353.7812,-688,-1676.4388
84990,鲁邦三世 活下来的魔术师,4588,57,-20310,-1171.7151,-1903,-4791.6846
84991,鲁邦三世 Episode:0 初次交锋,1045,112,26671,1581.4829,2700,6394.7921
84993,鲁邦三世 宝物返还大作战,1512,81,9908,794.0585,1489,2833.0337
84994,鲁邦三世 被盗的鲁邦～模仿者是盛夏之蝶～,2114,66,-779,119.8099,241,165.7005
84995,鲁邦三世 天使的策略～梦的碎片是杀人的香味～,2815,60,-9811,-420.5064,-816,-2003.0647
84996,鲁邦三世 七日狂想曲,2113,59,-6419,-279.041,-506,-1323.1036
84997,鲁邦三世 雾之谜,3373,57,-10996,-570.1915,-991,-2459.8352
84998,鲁邦三世 Sweet Lost Night～魔法神灯是噩梦的预兆～,2529,56,-7090,-310.6442,-589,-1466.7575
85005,鲁邦三世 微风公主～隐藏的空中都市～,3291,160,-14069,-3.2669,-39,-1223.2123
85031,鬼父2-复仇-,6644,402,-119581,-2142.3949,-3653,-14684.5937
85032,鬼父 再造,5301,589,-99951,-1176.8901,-2187,-9726.4204
85090,Love Live! 第二季,1713,4819,0,0.0,0,0.0
85169,我的脑内选项正在全力妨碍学园恋爱喜剧,4500,4142,0,0.0,0,0.0
85204,妄想学生会＊,708,5379,578906,3441.6407,5513,37800.1805
85210,超速yoyo,3252,55,-5389,-331.5235,-644,-1317.8126
85237,乔瓦尼之岛,3371,171,0,0.0,0,0.0
85303,棺姬嘉依卡,4391,2114,-217000,104.8619,114,-6917.7856
85316,探险活宝 第五季,560,123,9795,580.8153,1055,2339.6132
85338,无畏魔女,5152,785,-155805,-988.3183,-1712,-11313.549
85339,强袭魔女 胜利之箭行动,2285,629,17403,1168.1377,1951,5441.5449
85386,入学考试,3633,67,-9630,-389.1495,-718,-1900.5923
85421,黑之栖 CHRONUS,6649,258,-103088,-1873.3972,-3102,-12968.745
85422,一年级大个子二年级小个子,5309,212,-55741,-905.288,-1536,-6803.0436
85423,阿茹茉妮,2055,1445,75387,2149.9829,3776,13465.9108
85424,帕罗的未来岛,5306,181,-45263,-797.617,-1468,-5812.2735
85502,绝顶火箭,6578,101,-32963,-1468.8088,-2495,-6749.9242
85503,虜ノ契 ～家族のために身体を差し出す姉と妹～,6364,138,-37964,-1509.811,-2509,-7268.4883
85506,对魔忍雪风,6375,300,-64398,-1665.11,-2878,-9676.3135
85520,姦染 Ball Buster The Animation,7588,123,-76874,-2943.0289,-3846,-14506.2503
85557,姐姐来了,5452,1295,-257082,-1350.6195,-2573,-16747.1611
85561,夜樱四重奏 月之泣,1799,322,29014,1360.0456,2327,6336.1475
85631,JOJO的奇妙冒险 星尘斗士,198,8857,1225043,5018.5538,7024,64655.8611
85762,失忆症,6183,923,0,0.0,0,0.0
85799,幻想万华镜 月于丛云花于风,1874,409,31226,1583.2529,2579,7195.8041
85888,玩具总动员之惊魂夜,3197,59,-10516,-554.6573,-981,-2369.6127
85915,金色琴弦 Blue?Sky,6746,174,-57730,-1882.1514,-2963,-9937.4857
86072,世界征服～谋略之星～,4733,1489,-188944,-265.1972,-467,-8587.5502
86073,秦时明月之君临天下,4887,418,-62611,-927.4334,-1771,-7008.6626
86274,灌篮高手,20,7214,0,0.0,0,0.0
86342,灌篮高手,20,7214,0,0.0,0,0.0
86445,天降之物Final 永远的我的鸟笼,4173,1512,-182252,-508.9227,-986,-9326.9451
86517,放学后的昴星团,2475,923,35486,1475.9017,3089,7865.2483
86670,向山进发 第二季,709,2461,346101,3324.9152,5730,29383.4288
86721,科学小飞侠Crowds insight,1424,902,103443,2268.374,3972,14174.141
86722,恶魔阿萨谢尔在召唤你 海葵篇,1990,638,52024,1964.3671,3554,10210.8075
86773,Code Geass 亡国的阿基德 第三章「辉芒陨落」,6758,994,-287577,-1655.8043,-2841,-19885.8944
86804,STRANGE+,5835,521,-134842,-1734.6419,-3158,-13924.1915
86870,翠星之加尔刚蒂亚～遥远的巡回航路～,3321,788,-52843,479.9765,785,-476.7161
86895,悠哉日常大王 OAD,594,2006,354658,3734.3451,5845,32072.7747
87113,魔女的使命,3740,1571,-91203,492.5283,1041,-1087.4188
87307,一起做运动吧,6485,191,0,0.0,0,0.0
87311,飞机总动员,4021,54,0,0.0,0,0.0
87389,未确认进行式 OVA,3983,597,-89996,-255.0715,-471,-5562.9253
87593,艾斯卡与罗吉的工作室～黄昏之空的炼金术士～,6032,891,-237520,-2055.8148,-3473,-19485.9881
87615,我的脑内选项正在全力妨碍学园恋爱喜剧 OAD,4068,968,-113785,-153.1879,-365,-5615.2429
87625,愚者信长,7236,564,-204026,-3044.4919,-4827,-22498.3416
87700,"Wake Up, Girls! 七人的偶像",2411,1009,31769,1540.2168,2505,7914.8731
87717,网球优等生,2374,301,20169,1000.7963,1711,4543.3785
87718,滨虎,6662,1389,-335436,-2227.0803,-3908,-23801.9437
87864,撸时代,4805,214,-38565,-1007.7885,-1810,-5888.5471
87936,穿靴子的猫：萌猫三剑客,3296,156,-20114,-460.5425,-1004,-2953.1264
88039,GO!GO!575,6392,598,-199899,-2248.4996,-3947,-19075.0557
88041,噬魂师NOT！,6314,785,-210182,-1742.4595,-2990,-17302.2757
88060,Zero Sum Game,6274,77,-18791,-1015.909,-1765,-4279.5893
88086,攻壳机动队ARISE border:1 Ghost Pain,2726,663,0,0.0,0,0.0
88287,请问您今天要来点兔子吗？,1182,6066,301063,2355.006,4108,24002.012
88311,A-Girl,3324,57,-5292,-176.2285,-311,-979.0876
88348,Happiness Charge 光之美少女！,6044,268,-59895,-1441.1611,-2618,-8700.6285
88354,境界的彼方 偶像裁判 ～即使迷茫也要制裁之民～,4664,1020,-156022,-438.2646,-889,-8754.2234
88411,科拉传奇 第三季：易,812,152,14066,838.1588,1473,3393.0336
88430,飞机总动员,4021,54,0,0.0,0,0.0
88433,寄生兽 生命的准则,287,8946,1121870,4290.3234,6647,57540.8896
88438,Little Busters! 番外篇,2686,708,-26847,626.0971,1044,1150.4174
88441,噗哔啵 来自未来,4341,437,-48446,-124.0534,-257,-3366.4367
88473,虫师 特別篇 蚀日之翳,109,2224,601773,5420.1852,7252,49185.9436
88492,进击的巨人 OAD,2327,1800,0,0.0,0,0.0
88493,一周的朋友。,1809,4089,134819,2041.7491,3368,16821.0584
88562,第一届东方M-1漫才大赛,1105,133,19864,1089.9962,1821,4560.2816
88564,第二届东方M-1漫才大赛,1276,120,14398,870.6089,1497,3502.1165
88676,东京ESP,7177,745,-315231,-3141.0181,-4973,-27887.2564
88715,电影 光之美少女 All Stars New Stage3 永远的朋友,2282,140,8856,615.6696,1188,2385.08
88716,电影 光之美少女 All Stars New Stage3 永远的朋友,2282,140,0,0.0,0,0.0
88731,女神异闻录3 剧场版 第二章 仲夏骑士之梦,3698,422,-40363,87.7913,163,-2166.4831
88741,牙狼 炎之刻印,2887,559,7305,1004.5885,1660,3976.6049
88749,幻影死神,1683,319,0,0.0,0,0.0
88892,乔瓦尼之岛,3371,171,0,0.0,0,0.0
88954,乌托邦,4921,269,-84865,-1189.0887,-2131,-9550.6057
89211,魔法少女大战,6526,424,-158607,-2389.2507,-3957,-17786.0514
89216,我们大家的河合庄,2274,2442,-14327,1244.6106,2146,6233.0253
89279,名侦探柯南 异次元的狙击手,6320,1722,-371813,-1568.7644,-2752,-21747.158
89485,极黑的布伦希尔特,6723,3607,-795124,-2186.9459,-3836,-35041.9165
89486,攻壳机动队ARISE border:3 Ghost Tears,4520,398,-67468,-443.0327,-884,-5461.3837
89488,歌之王子殿下 真爱REVOLUTIONS,5316,284,-56822,-1380.4079,-2446,-8258.018
89511,BUDDY COMPLEX,5229,981,-150150,-933.1354,-1776,-10873.1278
89536,小马宝莉：友谊就是魔法 第四季,396,312,42593,1653.2758,2739,8000.106
89594,宇宙海盗船长哈洛克,4649,270,-42455,-418.6038,-757,-4290.3778
89712,哆啦美与哆啦A梦七小子·宇宙乐园之千钧一发！,3033,73,-7041,-119.7655,-294,-1011.7299
89751,漫画家和助手,3465,3627,-203191,621.3711,1117,-1298.6213
89875,太空堡垒,905,68,11591,842.4325,1576,3101.6115
89942,战国无双SP 真田之章,6152,81,-29411,-1491.051,-2162,-6477.727
90005,KERORO,5149,143,-41733,-1143.2924,-1989,-6651.6609
90047,爱本堡之风,5023,91,-10479,-548.4224,-681,-2331.6283
90052,圣兽传 Twin Dolls,3218,51,1184,86.3572,233,321.4105
90175,十万个冷笑话 第二季,6455,680,-166333,-2089.9737,-3663,-16723.9867
90190,鲁邦三世VS名侦探柯南 剧场版,2772,950,0,0.0,0,0.0
90222,众神的恶作剧,6547,421,-102493,-1996.2238,-3434,-13135.1903
90223,名侦探柯南 MAGIC FILE,4557,75,-28354,-1225.2391,-2186,-5743.5031
90349,喜羊羊与灰太狼之飞马奇遇记,7200,52,-13386,-818.2136,-1024,-3255.3154
90367,回忆中的玛妮,1791,646,72511,2491.7543,4307,13315.2442
90368,精灵宝可梦XY-破坏之茧与蒂安希,5544,325,-77831,-1358.7675,-2231,-9587.6574
90388,龙娘七七七埋藏的宝藏,4958,2438,-327477,-622.646,-1134,-13534.5146
90389,海贼王 梅利特别篇 另一位伙伴的故事,1500,181,0,0.0,0,0.0
90390,海贼王 奈美特别篇 领航员之泪与伙伴的羁绊,1772,179,12671,990.574,1854,3715.0182
90391,海贼王 路飞特别篇 手掌岛的冒险,3117,128,-15554,-280.3002,-483,-2109.1568
90409,人类衰退之后,315,6157,0,0.0,0,0.0
90502,宇宙兄弟#0,882,112,39386,1888.068,2894,8413.8053
90512,战姬绝唱SYMPHOGEAR GX,3382,901,-70495,121.344,312,-2872.848
90581,ストラトスフェラの妖精,5162,64,-9567,-552.5099,-1065,-2259.9048
90772,GJ部@,3019,1199,-60522,526.4036,948,-202.6457
90782,ヤバい! ―復讐?闇サイト―,6270,233,-46385,-1352.9541,-2180,-7464.887
90783,椎葉さんのウラの顔 with イモートリップ,6222,132,-40184,-1610.7585,-2624,-7735.7632
90784,姬骑士奥丽维亚,6614,235,-55614,-1705.882,-2789,-9201.3894
90785,デカくてエッチな俺の姉,5348,212,-30550,-1178.1729,-1826,-5701.931
90787,アマネェ! ～トモダチンチでこんな事になるなんて！～,5130,209,-35022,-1260.6881,-1939,-6301.0487
90789,海贼王 守护最后的大舞台,3393,68,-13047,-541.2231,-1005,-2609.0333
90790,特別授業3SLG THE ANIMATION,6380,197,-43344,-1428.1912,-2839,-7503.0009
90792,海贼王 梅利特别篇 另一位伙伴的故事,1500,181,19205,1129.5084,2023,4663.5434
90794,おっぱインフィニティ∞! THE ANIMATION,6880,137,-56170,-2185.2647,-3294,-10669.9224
90795,海贼王时代剧 年底特别企画! 草帽小子路飞的捕头传,3386,121,-20595,-570.0084,-1029,-3340.9825
90796,海贼王 父亲宏大的理想,3825,91,0,0.0,0,0.0
90797,扶她部,5358,277,-46735,-1162.7273,-2374,-6896.4202
90798,奥様は元ヤリマン,6750,141,-54132,-2192.7199,-3321,-10474.548
90799,海贼王 路飞落下！秘境 海肚脐的大冒险,3525,107,-18201,-517.5794,-896,-3004.4207
90801,イマコシステム,7345,85,-50329,-2310.0937,-3149,-10495.288
90815,长门有希酱的消失,4786,2127,-247926,-74.2494,-95,-8773.8226
90880,玉子爱情故事,349,7441,919071,4246.7015,6641,51729.3317
90931,死灵编码 世界操纵者,6077,87,-22332,-1163.8206,-1674,-4976.9955
90967,IS2 OVA 世界清洗篇,6593,577,-217547,-2241.2369,-3688,-19970.4624
90968,最近，妹妹的样子有点怪？ OAD,6509,556,-199182,-2199.4866,-3624,-18928.6442
91135,魔神之骨,4823,59,-17275,-938.1841,-1774,-3956.4837
91205,高分少女,323,3715,640403,4380.6194,6616,44622.6142
91222,花舞少女,2983,1596,-65450,503.5581,931,85.9462
91252,现视研 二代目 OAD,1821,513,77025,2354.8608,3873,13082.5418
91261,鬼父 再造,5301,589,0,0.0,0,0.0
91322,网球并不可笑嘛 4期,2577,574,1814,954.161,1715,3728.971
91341,au未来研究所,5966,77,-40902,-1673.4583,-2625,-8049.2858
91350,三人行必有我妹 OVA,6648,359,-149877,-2413.6616,-4007,-17397.5222
91420,日本国有铁道公安队,6680,1257,-322008,-2089.3094,-3792,-22703.0319
91433,死亡空间：坍塌,3787,64,-9392,-475.8006,-825,-2076.8849
91442,世界第一初恋 情人节篇,1789,266,-1603,206.0165,348,485.0014
91454,KY系JC小空气,6512,79,-37580,-1763.2816,-2491,-7935.5729
91517,白砂糖战士,6761,63,-38137,-2166.8046,-2563,-8937.0141
91609,鬼畜  ～母姉妹調教日記～,3986,254,-19080,-651.2258,-1130,-3283.1633
91611,ナイショの若菜さん,6966,102,-47442,-2024.0756,-2921,-9479.5317
91612,馒头日记,2180,92,-3134,-74.8304,-138,-503.8563
91626,风云维新大将军,7492,196,-111914,-3151.3817,-4430,-17730.2324
91628,星际5555：异星梦系统秘传,2339,63,-69,99.4248,126,201.5802
91640,健全机斗士,6253,688,-150003,-1216.356,-2639,-12537.766
91651,中二病也要谈恋爱！恋 Lite,3230,2375,-209053,158.024,269,-5756.0272
91768,デカくてエッチな俺の姉,5348,212,0,0.0,0,0.0
91868,暗杀教室 修学旅行篇,4415,971,-155980,-558.1032,-1033,-9244.5533
91946,妖精的尾巴 第二季,2346,975,-10772,954.6032,1579,3325.1344
91985,寻找失去的未来,6733,1036,-269261,-2039.9596,-3582,-20599.5844
91986,巴哈姆特之怒 GENESIS,1439,2599,223168,2771.2221,4585,22724.7201
91987,摸索吧！部活剧 再来一个,653,784,126715,2424.0233,4407,15904.4988
92161,游戏王ARC-V,7580,552,-144697,-3004.8651,-4799,-19134.6275
92290,十万个冷笑话电影版,6038,679,-137112,-1538.7074,-2899,-13140.921
92294,ザナルカンドにて,3988,87,-3758,-160.4063,-135,-751.0475
92375,大神与七位伙伴,4692,2693,0,0.0,0,0.0
92382,刀剑神域 第二季,3327,8297,-437355,518.1475,1017,-3899.8347
92392,东京猫猫,4795,339,0,0.0,0,0.0
92411,口唇之欲 ～御手洗先生家的事情～,3350,341,-32872,-866.381,-1625,-4969.578
92412,蜡笔小新 决一胜负！逆袭的机器人爸爸,627,442,78093,2465.5427,4186,13085.5633
92415,法兰雀丝卡,6775,89,-56032,-2145.9974,-3115,-10627.163
92429,我，要成为双马尾,6957,2437,-669181,-2991.7941,-5009,-37606.4815
92430,人生,6260,1078,-261930,-1706.9589,-3081,-18671.5826
92432,精灵宝可梦：幻影精灵宝可梦的主谋者,4142,84,-16276,-678.5091,-1039,-3240.7255
92627,夏目友人帐 和猫老师的第一次跑腿,2195,887,9256,1465.6777,2690,6575.2959
92705,虫师 续章,41,3333,851467,5800.3345,7470,59108.6722
92826,稻荷恋之歌 OAD,4780,318,-66107,-837.3868,-1444,-7020.3647
92836,青春之旅,3459,1976,-144289,333.0942,572,-3488.9813
92911,淫夢～生贄の宴～,5560,56,-9625,-609.0651,-999,-2383.5581
92913,エルフィーナ～淫夜（ヨル）へと売られた王国で…～,5210,124,-19927,-896.8501,-1543,-4091.7988
92914,真版女神探偵 VINUS FILE,5404,61,-11410,-672.0583,-1091,-2719.8238
92915,ダーリン,4462,73,-3718,-235.2183,-279,-907.3785
92916,el,5367,66,0,0.0,0,0.0
92945,兔宝的悲惨日常 觉醒篇,3635,268,0,0.0,0,0.0
93044,冰雪奇缘,1136,3208,224860,3272.5276,5172,25583.4972
93132,欢乐树伙伴,1041,720,0,0.0,0,0.0
93133,欢乐树伙伴,1041,720,0,0.0,0,0.0
93134,欢乐树伙伴,1041,720,0,0.0,0,0.0
93136,欢乐树伙伴,1041,720,0,0.0,0,0.0
93278,银之匙 Silver Spoon,277,4379,0,0.0,0,0.0
93282,银之匙 Silver Spoon 第二季,236,3331,0,0.0,0,0.0
93354,银之匙 Silver Spoon 第二季,236,3331,0,0.0,0,0.0
93356,天方魔谭MAGI 辛巴达的冒险,2930,380,-30547,88.0911,244,-1566.312
93377,瑞克和莫蒂 第一季,45,3447,565490,5267.3692,6937,45445.1019
93381,最近，妹妹的样子有点怪？,6984,2664,0,0.0,0,0.0
93424,尽管如此世界依然美丽,4335,1426,-137067,92.6677,110,-5025.6882
93437,未确认进行式 OVA,3983,597,0,0.0,0,0.0
93438,魔女的使命 OAD,3242,400,-29317,218.7561,370,-1009.0427
93509,犬神同学和猫山同学,4719,1141,-175311,-766.6374,-1446,-10857.3435
93545,甘城光辉游乐园,2898,7961,-215243,1254.6214,2111,6203.6287
93547,黑子的篮球 第二季,3027,1978,0,0.0,0,0.0
93714,东京喰种,4363,7866,-769304,-487.3892,-950,-19606.9169
93738,银之匙 Silver Spoon 第二季,236,3331,0,0.0,0,0.0
93739,乒乓,33,8689,1634698,5796.3347,7589,79286.1377
93801,银之匙 Silver Spoon 第二季,236,3331,0,0.0,0,0.0
93830,机巧少女不会受伤,5613,4798,0,0.0,0,0.0
93865,桃剑,7438,370,-200457,-3609.3036,-5293,-24649.8938
94040,无彩限的怪灵世界,5951,3576,-634702,-1340.748,-2434,-25181.9945
94236,普通女高中生要做当地偶像,3323,705,-19953,559.3812,1033,1227.602
94244,斩·赤红之瞳！,5034,5934,-663636,-637.8742,-1138,-19679.0003
94335,蝙蝠侠之子,5131,52,-11727,-762.7865,-1137,-2947.0434
94429,超神学院,6539,183,-49638,-1712.9546,-2404,-8721.1306
94812,虫师 续章,41,3333,0,0.0,0,0.0
94893,忍者神龟,2774,111,-6643,-51.8453,-162,-781.4504
94929,翼与萤火虫,4755,164,-37580,-859.1344,-1484,-5447.0307
94985,原始星球,1025,156,30691,1628.7371,2813,6931.7562
95010,Free!-Eternal Summer-,3320,1413,-112495,-218.2062,-450,-5520.1137
95095,选择感染者WIXOSS,3973,1523,-106551,140.7273,352,-3390.9473
95201,科学小飞侠Crowds,1218,1677,0,0.0,0,0.0
95225,Fate/stay night [Unlimited Blade Works],885,11100,776611,3340.3409,5289,43971.9009
95419,糖果男孩,1652,554,40354,1858.1806,3080,8950.385
95445,红白黑黄 第二季,775,1741,186148,2913.832,4852,20941.528
95506,正义联盟：战争,4006,103,-13359,-553.376,-1109,-2627.6757
95586,噗哔啵 来自未来,4341,437,0,0.0,0,0.0
95609,摇摆姐妹 完全版,1733,649,55433,1504.1618,2658,8859.6548
95618,破刃之剑,4304,657,-66601,-113.9626,-240,-3922.6923
95631,おっぱインフィニティ∞! THE ANIMATION,6880,137,0,0.0,0,0.0
95636,PANDRA 白き欲望 黒の希望 THE ANIMATION,4657,288,-32985,-790.4476,-1453,-4778.5338
95637,PeroPero☆老师,6823,137,-51793,-1895.712,-3005,-9539.9923
95640,HEARTWORK Symphony of Destruction,4334,198,0,0.0,0,0.0
