id,name_cn,rank,total,total_score,prob_score,simp_score,conf_score
13552,机动警察 NEW OVA,178,519,183532,4198.7308,5664,25452.6305
13553,浪客剑心 星霜篇,1856,711,76959,2446.528,4445,13363.2729
13554,浪客剑心 维新志士的镇魂歌,3273,290,-14231,465.7058,747,428.3133
13555,最终幻想：无限,5211,54,-13865,-851.6997,-1460,-3384.3075
13557,幸运星 OVA,326,3587,594197,4325.0037,6582,43626.0299
13603,罗小黑战记,265,3048,368604,4252.9877,6287,34264.301
13612,机动警察迷你版,2277,147,5940,832.7693,1413,2697.9375
13618,我是大哥大,1568,134,14261,989.935,1656,3772.4749
13674,橙路 OVA,1980,94,15296,1144.085,1900,4236.2516
13677,橙路 再回到往日,552,202,66250,2855.9066,4108,13232.5738
13679,橙路 那个夏天的开始,2258,109,8477,796.8142,1549,2761.0515
13732,战国BASARA 贰,3143,780,0,0.0,0,0.0
13809,翡翠森林狼与羊,1066,389,35107,1774.6513,3005,7902.1164
13813,超级酷乐猫,2315,418,-3066,783.642,1303,2312.1365
13823,海豚便利店,1826,183,22758,1416.0071,2481,5754.1074
13871,悲伤的贝拉多娜,475,410,117420,3793.0501,5677,19778.0755
13971,罗德斯岛战记-英雄骑士传-,2262,235,12030,1013.308,1809,3855.9428
13973,世界第一初恋 OAD,1108,826,-4854,357.783,682,1075.7669
13987,纯情房东俏房客 Again,3162,258,-20392,250.5957,449,-746.6315
14041,魔法战士李维,3302,81,-4335,-50.1285,-211,-583.0622
14106,苍穹之法芙娜 RIGHT OF LEFT,409,958,217235,3829.8105,5984,26038.889
14109,苍穹之法芙娜 HEAVEN AND EARTH,1141,800,111726,2745.721,4718,16515.8716
14153,夏色的砂时计,5659,76,-24864,-1128.1054,-1985,-5171.2448
14220,少年同盟,369,2681,237905,3061.5365,5292,23829.4772
14231,魔神凯撒,2198,155,3656,538.595,929,1707.3628
14364,炎之迷宫,4573,58,-13361,-634.6168,-1030,-2870.7199
14389,Di Gi Charat NYO,2868,75,-4532,-160.0916,-348,-842.5021
14427,BLOOD-C,6470,2483,-469294,-2004.8491,-3743,-26690.5233
14429,寒蝉鸣泣之时 煌,3789,2328,-166191,672.1756,1085,-1513.5803
14443,变态生理研究班 OAD,3814,879,0,0.0,0,0.0
14508,小明和王猫,338,86,6864,449.0978,846,1732.7541
14514,恶魔阿萨谢尔在召唤你,940,1461,161991,3037.0919,4983,20483.7034
14519,蓝精灵,3357,264,-16824,148.8345,248,-885.7036
14538,钢铁神吉克,3734,104,-12060,-424.2383,-856,-2211.4734
14542,精神分裂症,715,320,65335,2532.0256,4371,12348.6999
14588,摇曳百合,648,5920,588685,3490.469,5668,38513.4452
14616,铁腕巴迪 DECODE OVA,2319,119,10136,853.096,1487,3108.7803
14643,阴阳大战记,2520,143,2599,399.3809,631,1235.3492
14645,家有贱狗,2061,151,-2414,290.3989,422,528.1393
14646,彗星公主,2318,94,-2374,-35.0344,-92,-331.2199
14650,星界死者之书,5271,110,-30080,-1155.9372,-2159,-5707.4322
14651,黑塚,4286,332,0,0.0,0,0.0
14652,小魔女DoReMi,1078,371,60315,2344.4606,3974,11501.7089
14653,欢乐课程,4937,130,-33378,-1153.4738,-2162,-5958.0617
14664,奈奈与薰的SM日记,6929,295,-106011,-2277.7096,-3938,-14556.7112
14667,丹特丽安的书架,2144,3620,-10799,1579.2786,2735,9098.3272
14684,横滨购物纪行 -Quiet Country Cafe-,2224,414,40123,2055.729,3466,9542.3524
14718,祝福的钟声 OVA,5373,226,-76345,-1596.808,-2659,-10363.0822
14729,Sacred Seven,5524,869,-152014,-1324.1911,-2414,-12907.649
14731,今天开始做魔王 第三季,4037,268,-32482,-414.2695,-823,-3664.5598
14733,魔乳秘剑帖,6861,529,-160419,-2210.2967,-4017,-17325.0259
14738,上官海铃,2658,61,-2191,-47.9873,-156,-346.5559
14749,京骚戏画,2020,1181,20832,1574.8929,2979,7880.5347
14759,木橱童子,2447,302,15382,1263.7557,2143,5051.4537
14763,希望宅邸？,3881,109,-22874,-615.6502,-1141,-3647.6381
14766,战斗之魂 少年激霸弹,946,88,7736,611.0227,956,2175.1176
14830,大鱼·海棠,7225,2156,-497463,-2751.8811,-4825,-31602.2861
14871,今天开始做魔王 OVA,3636,106,-24635,-904.4573,-1536,-4585.9811
14876,小魔女DoReMi ?,658,275,69364,2699.4458,4516,13130.6698
14877,大～集合！小魔女DoReMi,508,190,58248,2454.9751,4022,11539.8093
14878,小魔女DoReMi 大合奏,250,249,81560,2996.2576,4560,14911.6377
14879,小魔女DoReMi 童年秘密篇,273,206,75198,2848.1978,4519,13972.9211
14880,小魔女DoReMi ? 愿望之花,1472,106,22392,1381.3662,2181,5518.0189
14881,大～集合！小魔女DoReMi 青蛙石的秘密,1368,118,33216,1808.9184,2891,7609.5842
14890,恋爱☆迁都,5120,123,-35355,-1079.5234,-1808,-5969.3353
14933,宝贝公主,4910,338,-57559,-709.4543,-1533,-6217.1842
14952,英雄传说 空之轨迹,7046,747,-215512,-2220.8383,-3976,-19731.6804
14959,美食的俘虏3D 开幕！美食家的冒险！！,4329,62,-13107,-787.7775,-1304,-3158.9361
14996,火球 魅力之章,1392,477,35935,1621.6358,2912,7690.081
15007,Yes! 光之美少女5,2872,229,-8724,175.5482,229,-198.9495
15139,续 夏目友人帐,206,5862,0,0.0,0,0.0
15174,小倩,2496,103,-4507,34.3222,-66,-363.4997
15176,泡泡糖危机,1985,122,11195,1022.6074,1580,3585.2367
15177,星星公主,5906,144,-39032,-1256.4527,-2278,-6704.7678
15183,战国乙女～桃色Paradox～,6752,318,0,0.0,0,0.0
15237,神的记事本,3356,4743,-327685,312.0291,561,-6350.6217
15353,强殖装甲凯普,2965,133,-12523,-259.494,-476,-1814.0602
15394,C3 -魔方少女-,5231,2904,0,0.0,0,0.0
15395,战国BASARA 剧场版 -The Last Party-,3623,241,-31221,-437.991,-785,-3619.261
15489,女神异闻录4,1365,2411,111684,2251.4197,3834,15481.7434
15494,Xi AVANT,4519,170,-43134,-1034.8448,-1949,-6369.0954
15849,木橱童子,2447,302,0,0.0,0,0.0
15862,忍者乱太郎 1期,944,462,0,0.0,0,0.0
15871,名侦探柯南 MAGIC FILE 2011 ～新泻·东京 礼物狂想曲～,4612,217,-50185,-1016.0376,-1871,-6831.5142
15885,魔神凯撒SKL,4429,149,-23817,-754.9426,-1394,-4075.0328
15910,High School D×D,3089,3593,-111118,986.3688,1709,3254.0579
15946,光之美少女 Max Heart,2702,194,873,506.5951,956,1448.623
15957,光之美少女 Splash Star,2074,184,7749,685.1555,1304,2497.9186
15958,Yes! 光之美少女5 GoGo!,2015,196,4969,618.1226,1122,2096.6774
15963,电影 Yes! 光之美少女5GoGo! 甜点王国中的欢乐生日?,1658,131,0,0.0,0,0.0
16139,妖精的尾巴 欢迎来到 Fairy Hills!!,3132,261,-36858,-382.1459,-877,-3824.0757
16140,妖精的尾巴 总集篇,4047,144,-42751,-1105.171,-2248,-6616.8588
16141,妖精的尾巴 妖精学园 不良少年与大姐头,3179,227,-35606,-440.0502,-892,-3945.7145
16165,鲁邦三世VS名侦探柯南,3534,1012,0,0.0,0,0.0
16190,火鸟,1412,249,21934,1301.4855,2487,5459.1736
16215,破灭的Mars,7607,54,-25581,-1631.2057,-1702,-6366.4304
16235,未来日记,1449,10163,269089,2259.1855,4053,24865.2605
16250,尾随者竞技,2799,116,-1710,351.2907,646,705.9579
16340,下级生2 ～瞳孔中的少女们～,6140,88,-32038,-1466.3895,-2627,-6676.7884
16393,数码果汁,4411,57,-13653,-639.7636,-1120,-2896.8453
16436,新白雪姬传说,3091,61,-7022,-413.5558,-743,-1677.4049
16437,里约大冒险,2484,513,-18147,541.4433,960,743.0006
16453,战场女武神,4490,1151,0,0.0,0,0.0
16515,丹特丽安的书架,2144,3620,0,0.0,0,0.0
16521,美幸梦游仙境,4803,94,-18814,-632.268,-1091,-3399.9273
16528,火影忍者疾风传 剧场版 失落之塔,5344,759,-160469,-1122.7807,-2002,-12637.6052
16557,装甲骑兵 红肩队档案：野心的根源,1264,152,35371,1895.1196,3033,8047.5278
16579,学园默示录 番外篇,6242,1295,-305781,-1526.1483,-2668,-19519.1385
16594,闪电十一人GO,1647,264,-8329,28.0438,106,-659.6501
16605,火影忍者剧场版 木叶大运动会,5594,400,-99767,-1302.3536,-2305,-10817.3537
16608,火影忍者疾风传 剧场版 鸣人、魔神与三个愿望,5583,225,-75834,-1625.6352,-2888,-10524.2999
16621,南方公园 第15季,410,341,22014,1003.596,1852,4549.2021
16804,黑衣警探 第一季,1306,107,7962,548.992,997,2085.9171
16805,时间飞船,1715,60,-336,52.2635,72,69.6451
16841,秀逗魔导士PREMIUM,1818,115,6554,687.5194,1048,2315.6411
16854,心之国爱丽丝 剧场版,6453,101,-29363,-1440.0878,-2199,-6327.8714
16872,ChargeMan研,7426,405,-90503,-1959.1157,-4554,-12263.4316
16924,神偷卡门,1574,100,4080,419.9707,685,1405.0621
16996,森田同学很沉默,4623,1028,-156107,-947.2072,-1700,-11301.1935
17045,秦时明月之万里长城,2481,703,-13495,804.7653,1362,2157.8539
17119,魔法老师涅吉！,5155,486,-98091,-1138.3906,-2142,-9741.8013
17120,魔法老师涅吉!?春,3701,138,-25372,-607.035,-1131,-3795.0139
17121,魔法老师涅吉!?夏,3434,144,-18972,-357.4322,-673,-2584.77
17122,魔法老师涅吉！～白之翼 ALA ALBA～,2844,185,-11757,8.3503,-2,-890.0354
17160,妄想学生会 OAD,723,3009,373828,3357.1473,5281,30955.9903
17351,大提琴手,2177,107,3524,567.1063,1002,1728.1735
17652,无颜之月,2062,1246,65370,1891.2196,3494,11685.2295
17746,最终幻想：灵魂深处,6189,287,-80340,-1809.0348,-3273,-11244.18
17758,机动战士高达MS IGLOO 2 重力战线,3432,481,-16747,561.5313,1054,904.8765
17792,旋风管家 HEAVEN IS A PLACE ON EARTH,4653,937,-163685,-915.2472,-1591,-11206.1351
17874,山林小猎人,3127,89,-10498,-355.5661,-770,-1899.9471
17883,我的朋友很少,3272,7268,-397374,676.0401,1202,-2947.7834
18004,侵略！？乌贼娘,1769,3072,73536,2015.1754,3316,14064.0223
18009,超扯童话血多,1832,100,-1957,59.5466,135,-69.8257
18010,三角心 ～Sweet Songs Forever～,5491,113,-44416,-1478.7575,-2618,-7801.0682
18016,强袭魔女 剧场版,1529,1030,90870,1905.9381,3319,12432.7483
18022,彼女×彼女×彼女 ～和三姐妹心跳的共同生活～,1404,1468,107968,2006.169,3536,14305.9753
18041,棒球英豪 没有背号的王牌投手,1851,79,2585,329.0512,571,1010.7213
18042,一发失误,2935,928,-5618,522.516,945,2277.418
18046,棒球英豪2 再见的礼物,1933,66,2428,299.8311,553,919.4667
18047,棒球英豪3 在你离开之后,2185,58,-267,105.9667,177,194.0845
18048,棒球英豪 在那之后的你,4119,65,-9748,-502.9924,-1042,-2168.9857
18049,棒球英豪 风之速,2740,70,-6459,-175.7435,-364,-1083.3431
18051,Resort BOIN,2129,515,27200,1014.4162,1643,5303.5758
18079,潜行吧！奈亚动画,5087,949,-177163,-1152.9947,-2152,-12894.6617
18082,银河天使A,1464,105,25598,1494.2451,2521,6089.2323
18083,银河天使X,1837,100,12472,903.7379,1534,3394.579
18093,恶魔的新娘 兰之组曲,6650,81,-28100,-1319.89,-2013,-5938.9456
18107,生化猎人,4772,65,-16018,-855.2663,-1366,-3633.4452
18150,魔法护士小麦,3267,211,-1829,610.0772,1153,1653.7286
18151,魔法护士小麦Z,4678,137,-23753,-331.9279,-531,-2918.6978
18254,三千里寻母记,537,90,23825,1416.6612,2451,5701.2392
18268,变形金刚 领袖之证,990,186,7903,572.8691,880,2155.2292
18294,歌牌情缘,200,4358,797938,4954.4504,7123,52902.6515
18299,未来日记 OAD,4039,1017,-142913,-252.4469,-443,-7386.5339
18361,名侦探柯南 来自伦敦的秘密指令,5416,461,-100756,-1035.1558,-1797,-9841.9872
18371,Copihan,6337,111,-54857,-1994.492,-3109,-10087.7582
18458,天使之羽,6385,60,-13245,-823.59,-1137,-3254.4866
18459,头山,2911,136,518,584.4649,1010,1555.0168
18461,漂亮男孩,4888,53,-9492,-615.9237,-915,-2387.7996
18480,死神剧场版 地狱篇,5251,539,-103531,-818.0256,-1491,-8954.2762
18497,企业战士,4330,93,-13299,-650.2067,-1123,-2864.6375
18502,克拉斯特学院,4735,59,-13037,-728.4544,-1333,-3032.4153
18503,魔术快斗,4141,1421,0,0.0,0,0.0
18504,龙珠Z 复活的融合！悟空与贝吉塔,2223,257,7115,1018.4073,1757,3530.1138
18505,龙珠Z 一夫当关的最后决战~挑战弗利萨的Z战士 孙悟空的父亲~,1913,175,6776,817.7475,1512,2764.5303
18506,笑颜,5884,273,-79590,-1231.8285,-2150,-9488.97
18507,冤罪,6918,168,-52678,-2142.1315,-3432,-10178.4652
18511,钢之炼金术师 PREMIUM COLLECTION,1210,659,80648,2420.4795,4129,13455.6503
18512,ASIENCE～头发是女人的生命,2999,279,-16385,375.955,686,-5.8798
18513,哈姆太郎,3883,124,-16169,-585.6153,-1158,-2971.0994
18556,玩伴猫耳娘 OVA,4927,356,0,0.0,0,0.0
18575,三叶草,2287,229,2415,866.1115,1668,2716.5946
18576,家庭教师HITMAN REBORN！彭格列式修学旅行、来了！,2962,314,-41254,-590.8486,-1257,-4778.0669
18578,怪物猎人日记 岌岌可危的猫猫村G,2588,153,-12756,-378.1604,-721,-2127.5221
18580,功夫熊猫2,3392,1235,-83042,837.6661,1459,-225.5541
18605,玉响～hitotose～,1079,1634,145742,2446.3939,4415,17337.9706
18606,拥抱春天的罗曼史,3924,187,-14703,-345.8531,-703,-2169.6189
18613,圆盘皇女 星灵节的新娘,3225,65,-10705,-396.9889,-678,-2026.6937
18614,功夫料理娘,2334,294,-9169,487.9954,846,800.1082
18615,犬夜叉 黑色铁碎牙,2853,327,-12474,692.1398,1002,1216.0878
18616,犬夜叉 天下霸道之剑,1712,789,45133,2139.7533,3405,10476.0788
18617,犬夜叉 穿越时空的思念,1212,875,74623,2505.2996,4107,13515.6969
18623,薄樱鬼 雪华录,4676,299,-58253,-1163.4858,-2115,-7700.547
18624,回转企鹅罐,223,8243,1072028,4594.6116,7272,58176.5308
18629,C3 -魔方少女-,5231,2904,-429953,-1155.4471,-2061,-19486.5909
18631,灼眼的夏娜 Final,2168,4018,-1237,1517.7604,2639,9254.2737
18635,罪恶王冠,4840,10664,-932129,-649.7885,-1165,-22521.7847
18636,UN-GO,1930,2593,54013,1812.4032,3372,11506.9525
18656,天降美食,3487,338,-30333,-71.8225,-152,-2319.3815
18663,藏獒多吉,2987,223,0,0.0,0,0.0
18692,哆啦A梦,81,2866,535445,5200.719,7092,45188.4499
18709,机动战士高达AGE,7231,947,-201622,-2151.1493,-4157,-18701.0224
18775,玩伴猫耳娘 OVA,4927,356,-84142,-966.6598,-1823,-8641.4358
18778,机动战士Z高达II 恋人们,1209,518,67846,2437.5102,3992,12467.5825
18779,机动战士Z高达III 星辰的鼓动是爱,895,558,86499,2550.2563,4471,14055.108
18780,真的存在！灵媒老师,2966,136,-17289,-453.6926,-893,-2717.5277
18797,这个是僵尸吗？OF THE DEAD,2765,3517,-101526,1028.9417,1869,3644.4663
18826,令人战栗的格林童话,3100,63,-6510,-342.9079,-682,-1468.662
18828,UG☆极限女孩,5628,70,0,0.0,0,0.0
18842,猫汤剧场,3229,196,-6095,194.1356,471,30.7354
18850,四驱小子,2685,375,-5978,756.4383,1297,1993.3859
18864,圣诞之吻SS OVA,2734,817,-17258,1115.3787,1711,3609.5239
18882,幻想嘉年华,623,5436,576175,3769.212,6126,40507.7148
18908,秘汤巡游,4301,337,-36017,-613.8562,-1174,-4341.1735
19017,黑猫警长,3928,89,-10543,-464.3488,-959,-2153.5369
19021,+模型姐妹,2079,1525,33098,1704.6003,2793,9293.2885
19051,佛兰德斯的狗,1074,205,40566,1926.0832,3168,8612.0878
19130,哆啦A梦：新·大雄与铁人兵团,672,690,106823,2945.4446,4959,16537.9808
19134,JJ萌艺社,4667,317,-42327,-378.9304,-704,-4095.3656
19136,神曲奏界,6471,355,-111803,-1785.09,-3146,-13067.4299
19137,桃华月惮,4775,360,0,0.0,0,0.0
19208,银河铁道之夜,874,482,61583,2313.0365,3968,11561.4205
19280,绯弹的亚里亚,5840,5087,0,0.0,0,0.0
19322,我们没有翅膀 OVA,5129,468,-104249,-992.5178,-1796,-9596.3002
19390,次元舰队,2106,149,5848,608.2281,1032,2068.1345
19392,犬夜叉 红莲之蓬莱岛,2236,685,14056,1561.8009,2642,6460.1229
19393,犬夜叉 镜中的梦幻城,2030,701,15634,1708.8519,2660,7041.0463
19418,地球少女Arjuna,3566,65,-7395,-349.2393,-803,-1581.8478
19446,攻壳机动队 塔奇克马的日常,1282,777,93528,2794.4032,4654,15882.3121
19477,歌之王子殿下 真爱1000%,5109,1312,0,0.0,0,0.0
19507,H2O 赤砂的印记,4525,1126,0,0.0,0,0.0
19524,钢铁天使胡桃零,2745,112,3836,448.4437,886,1480.3301
19526,神的记事本,3356,4743,0,0.0,0,0.0
19530,飞跃巅峰！,125,3647,0,0.0,0,0.0
19531,纪念日快乐,2247,62,-1442,83.0722,91,24.7564
19538,花右京女仆队,5417,143,-49489,-1646.5274,-2921,-8635.2597
19540,便·当,3201,3036,-158328,556.0515,1161,-1414.2072
19542,新?天地无用!,3036,90,-11802,-346.3141,-574,-1998.1468
19558,快盗天使双胞胎,6595,250,0,0.0,0,0.0
19561,剧场版 精灵宝可梦超级愿望：比克提尼与白英雄 雷希拉姆,5742,285,-64087,-1204.6069,-2092,-8233.6047
19566,飞跃巅峰2！,148,2998,0,0.0,0,0.0
19591,罗密欧与朱丽叶,3757,421,-35659,2.1676,-44,-2271.8051
19594,赐予护女神的祝福,4783,108,-26611,-984.7456,-1789,-4944.0546
19613,魔法骑士,2584,196,-4316,419.233,745,762.6931
19615,东京猫猫,4795,339,-53363,-958.2326,-1824,-6738.4398
19618,剧场版 精灵宝可梦超级愿望：比克提尼与黑英雄 捷克罗姆,5722,276,-63969,-1192.9174,-2030,-8218.7121
19704,无罪的维纳斯,5042,109,-28871,-1032.0131,-1935,-5284.0463
19705,机动战士高达00 第二季,964,3686,0,0.0,0,0.0
19707,彩云国物语 第二季,2336,408,-3489,659.1226,1016,1918.2454
19708,情定惠比壽,6004,54,-9475,-575.259,-780,-2295.5065
19889,辛普森一家 第一季,1186,125,2818,270.808,604,914.0511
20002,银色的奥林西斯,6255,53,-24100,-1421.82,-2175,-5761.416
20022,不思议游戏,3076,433,0,0.0,0,0.0
20026,出云战记,6742,94,-39034,-1864.9906,-2824,-8298.4476
20056,复仇者：世上最强英雄组合 第一季,1928,63,-2278,-134.1861,-269,-544.3069
20068,没有钱,6513,369,0,0.0,0,0.0
20113,HIGH SCORE,5423,181,-47948,-1408.9386,-2653,-7837.2025
20114,BRAVE10～真田十勇士～,6034,945,-183190,-2116.0892,-3776,-17461.2687
20115,暗黑破坏神,5795,75,-20755,-1051.488,-1932,-4583.1849
20116,最终幻想VII：通往笑容之路 丁塞尔篇,5320,171,-38625,-942.171,-1740,-5820.2251
20117,最终幻想VII 最终密令,3668,145,-22582,-447.232,-916,-3176.8606
20118,拘束衣,4826,77,-25113,-1129.4906,-1932,-5198.7482
20170,海贼王 被诅咒的圣剑,3426,467,0,0.0,0,0.0
20232,圣斗士星矢 冥界篇 前章,2269,451,3148,932.6349,1636,3283.8602
20234,圣斗士星矢 冥界篇 后章,2101,466,9839,1099.6397,1815,4308.143
20235,圣斗士星矢 天界篇 序奏～overture～,3592,294,-28901,-100.6251,-333,-2439.5268
20241,我爱你,2437,459,19145,1539.2151,3009,6563.7586
20266,机甲战记威龙,2912,53,-3268,-177.5072,-350,-749.2374
20267,JJ萌艺社,4667,317,0,0.0,0,0.0
20276,高铁侠,7673,216,-91272,-3335.6629,-3448,-16540.1234
20359,火影忍者疾风传 剧场版 鸣人之死,5053,741,-141036,-794.7944,-1430,-10399.0493
20431,学校怪谈,3483,104,-10179,-408.5832,-870,-1995.2989
20523,海贼王 追寻草帽,5052,379,-74335,-888.302,-1736,-7873.9705
20529,怪医美女RAY,4644,85,-31391,-1329.7881,-2432,-6287.6244
20547,迷糊餐厅 第二季,647,4610,534476,3556.091,5621,37252.1385
20580,最游记 Requiem 落选者的镇魂歌,3363,65,-10761,-578.5058,-1075,-2452.1164
20582,妖狐×仆SS,3694,3838,-292363,235.2561,381,-6766.11
20709,依巴拉度~时间篇,2687,217,-2889,680.1761,1290,1704.7986
20710,歌之王子殿下 真爱1000%,5109,1312,0,0.0,0,0.0
20729,Muv-Luv Alternative Total Eclipse,6241,1307,-262536,-1575.5814,-2895,-18068.5597
20799,爱杀宝贝,2067,3540,3114,1623.8264,2922,9632.5881
20813,世界第一初恋2,842,1639,24017,1116.5555,1870,5762.8744
20815,Hybrid Child,1745,552,4309,568.2734,958,2211.2238
20831,超兽机神断空我,3523,57,-3847,-137.0089,-342,-737.1994
20851,Another,2678,9077,-242148,1035.0804,1968,4099.5452
20864,苍狼传说,4712,82,-12001,-597.1627,-1065,-2615.1555
20866,快乐方程式,5482,83,-13188,-657.5046,-1063,-2866.8975
20909,网球王子剧场版 英国庭球城决战！,5554,225,-52088,-1355.8019,-2454,-7985.1987
20914,战国BASARA 剧场版 -The Last Party-,3623,241,0,0.0,0,0.0
20925,网球王子剧场版 二人的武士,5596,312,-73735,-1505.3617,-2670,-9873.834
20926,网球王子 全国大会篇,3718,658,-59969,-32.7684,-101,-3587.0249
20928,樱花大战 活动写真,3002,106,-2756,279.5512,568,416.819
20929,樱花大战 樱华绚烂,2293,190,12175,1083.8565,2045,4047.8999
20930,樱花大战 轰华绚烂,2000,140,18847,1246.0666,2228,4926.4253
20931,樱花大战 神崎堇引退记念,2735,97,-270,354.4699,616,825.4476
20932,樱花大战 燃烧的巴黎,4529,80,-25119,-977.2476,-1795,-4846.9765
20933,樱花大战 崭新的巴黎,4380,73,-23125,-980.2439,-1849,-4663.544
20934,樱花大战 纽约,6267,54,-32414,-1795.5914,-3038,-7503.6301
20958,玛利亚狂热,1642,2903,0,0.0,0,0.0
20959,玛利亚狂热 ALIVE,2012,1876,0,0.0,0,0.0
20961,少年科学俱乐部,1891,132,29339,1799.8886,3065,7262.2901
20996,陆奥圆明流外传 修罗之刻,2069,66,5017,449.3129,908,1533.5426
21032,猎人,182,3862,567582,4603.4088,7038,43521.4826
21035,新安琪莉可 abyss 第二季,4331,55,-11711,-653.7575,-1164,-2721.0666
21062,歌之王子殿下 真爱1000%,5109,1312,0,0.0,0,0.0
21065,机动战士高达SEED C.E.73 观星者,3071,897,-37710,802.4365,1426,1146.0049
21099,向日葵！,4935,56,-11600,-610.7372,-1096,-2621.159
21231,灌篮少年,4439,83,-21544,-1000.285,-1575,-4526.4069
21233,魔卡少女樱 知世的活跃日记,1458,459,17100,1279.8853,2107,5332.3134
21335,东方PVD2,1338,157,6693,597.2538,988,2151.6467
21580,魔具少女！,7135,825,-311868,-3195.0936,-5091,-28069.248
21713,驭龙少年,3877,61,-8654,-464.672,-888,-1969.3807
21743,闪电十一人 最强军团王牙来袭,2841,63,-5841,-346.4865,-636,-1402.3556
21898,一骑当千 集锷斗士血风录,5617,167,-62602,-1514.0642,-2971,-9300.3984
21900,轮回的拉格朗日,4788,1424,-185818,-648.8641,-1164,-10456.956
21929,神魂合体豪旦那！！,3402,103,-3555,164.5551,270,28.2648
21942,幻想万华镜 春雪异变之章,622,2144,226451,3136.2058,5137,23945.5364
22025,Bloods～淫落的血族2～,5403,451,-53082,-723.6608,-1341,-5712.8
22041,东方活动写真馆,447,436,0,0.0,0,0.0
22049,不要撒娇哦!!,5269,122,-34370,-993.9747,-1817,-5635.3018
22050,不要撒娇呦!! 喝!!,5122,99,-32293,-1161.7073,-2085,-5903.1746
22100,高铁英雄,7667,162,-59918,-2623.3897,-2803,-12046.6353
22107,火影忍者剧场版 大活剧！雪姬忍法帖！！,5013,793,-122143,-393.8979,-809,-7875.3094
22108,火影忍者剧场版 大兴奋！三日月岛上的动物骚乱,6737,456,-168898,-2581.0415,-4482,-19155.6421
22109,火影忍者剧场版 大激突！幻之地底遗迹,6040,513,-155131,-1797.6472,-3111,-15503.3211
22179,黑岩射手,5260,4002,-598954,-996.4557,-1973,-22578.2841
22241,向阳素描×SP,764,542,99160,2300.522,4103,14035.6751
22287,侦探歌剧 少女福尔摩斯 第二幕,1076,876,112083,2213.241,4257,14301.5344
22346,飞出个未来 第7季,550,78,5256,371.8707,741,1383.1215
22394,魔法少女梅露露,4680,79,-8293,-451.1492,-760,-1895.3251
22405,吟游默示录,6143,94,-22802,-1046.3181,-1622,-4744.2186
22406,吟游默示录 wieder,5261,62,-15044,-828.222,-1287,-3463.8173
22444,火影忍者疾风传 剧场版 羁绊,5598,639,-146705,-1083.8378,-2008,-12114.1769
22505,福音战士新剧场版：Q,821,7123,686220,3918.9674,6340,45331.6164
22507,数码宝贝合体战争～穿越时空的少年猎人们～,6629,286,-86651,-2187.8276,-3550,-12950.3357
22508,乱马1/2 中国寝昆仑大决战！规则无视的激斗篇,2771,66,-4610,-35.6277,-175,-588.2147
22509,乱马1/2 决战桃幻乡！夺回新娘子！,2627,66,-1975,70.5932,103,-69.4396
22510,乱马1/2 超无差别决战！乱马队VS传说的凤凰,2626,54,-5098,-134.7431,-284,-862.8393
22562,旋风管家 CAN'T TAKE MY EYES OFF YOU,6082,1276,-297263,-1872.2921,-3403,-20499.1766
22584,乳旋风,7312,94,-51859,-2479.671,-3681,-11053.4786
22588,爆漫王。2,171,3953,787862,4919.7655,7136,52256.1917
22599,快盗天使双胞胎,5507,58,-20384,-1076.0504,-2018,-4598.1699
22601,创星的大天使,4567,144,-38826,-1180.42,-2160,-6497.6817
22657,在盛夏等待,2676,3273,-31494,1405.1745,2442,7473.0567
22679,新网球王子,5638,890,-165175,-1798.3407,-3204,-15489.6466
22704,国王与小鸟,954,64,7633,563.2494,1086,2062.0374
22739,武装神姬 Moon Angel,5414,268,-79865,-1523.8955,-2717,-10330.1528
22756,侦探歌剧 少女福尔摩斯 夏季特别篇,2208,344,6988,721.0438,1352,2870.5948
22759,花开伊吕波,808,8997,626993,3220.7665,5464,38581.7829
22849,魔法小恶魔！,5463,70,-13647,-712.417,-1296,-3046.0435
22909,露蒂的玩具 EX,5209,396,-100685,-1127.0176,-1977,-10025.3822
22910,外貌协会！,4468,322,-27912,-516.4964,-876,-3508.9628
22912,UN-GO episode: 0 因果论,1628,1024,76646,2171.1883,3727,12692.1414
22946,这个男子，在与外星人作战,4005,272,-44282,-879.982,-1736,-5824.8765
22952,数码宝贝合体战争～穿越时空的少年猎人们～,6629,286,0,0.0,0,0.0
22955,AMON 恶魔人默示录,4469,163,0,0.0,0,0.0
22956,AMON 恶魔人默示录,4469,163,-16436,23.886,107,-1385.6607
22957,猎人,182,3862,0,0.0,0,0.0
22985,狮子王,231,2535,467605,4762.9555,7068,41209.5523
22986,狮子王2：辛巴的荣耀,2785,293,-11658,351.3179,459,266.3635
22987,狮子王 1?,2264,205,2994,678.2439,1230,2094.0219
22988,东月西阳,5843,91,-33939,-1446.6593,-2457,-6791.8324
23056,战国☆天堂-极-,3484,84,-17053,-959.4583,-1612,-3947.1263
23080,ERO game！H和游戏性开发三味,2322,1113,35879,1041.8469,1776,6587.4564
23119,命运石之门 负荷领域的既视感,473,7842,812035,3705.3543,5838,46338.1217
23153,红线,276,2119,0,0.0,0,0.0
23154,秋之回忆 OVA,5823,96,-31366,-1405.2198,-2533,-6437.3528
23155,秋之回忆 2nd OVA,6300,86,-30856,-1579.5902,-2389,-6805.8659
23157,秋之回忆5 中断的胶片,4909,91,-29357,-1418.5004,-2462,-6277.1812
