3,-22,-2.1455,-5,-6.8687
8,1725540,5018.1244,7223,75886.0686
12,359413,3499.7676,5646,31411.9559
50,411495,4638.8621,6801,38241.1811
51,2065042,4999.2481,7263,81985.6255
233,1109331,4654.2948,6975,60130.3989
234,1074095,4440.4662,6914,57586.4100
236,232030,2756.7147,4807,22840.9642
237,1517685,6531.4948,7650,81590.3003
238,1191968,6329.0350,7600,71952.4892
242,1084894,4635.2877,6906,60142.4147
244,-21821,171.4802,308,-654.7723
247,1253096,5424.1548,7484,68043.2534
253,2092473,6591.6413,7677,94802.4278
254,1172969,5860.9304,7558,68675.7172
259,922578,4548.8146,6828,54360.6451
265,2865783,6079.1790,7672,105839.0286
274,615260,3955.4598,6255,41890.0130
276,1574623,5052.1613,7288,72900.7685
280,43542,1928.7673,3385,9902.2686
281,12318,1624.6417,2709,8774.5861
282,934851,4213.8153,6576,52394.9183
283,591401,3944.3741,6174,41131.2193
284,434878,4163.0834,6569,36971.0811
286,438572,3763.5902,5924,35081.4946
288,1303653,4981.0168,7193,66373.0158
289,1370843,4864.0302,7117,67327.9501
290,-1247,1763.1097,3036,14848.0245
292,1047533,4704.5620,6970,58309.3213
294,13768,1442.0509,2678,7539.4413
295,1056785,5617.6275,7495,64704.9837
297,-52327,579.0290,1058,-301.9702
298,1482239,5804.0318,7567,76603.7492
299,522876,4076.2968,6596,39769.1313
300,410600,4107.5581,6401,35566.5583
302,1207870,5408.7635,7375,67829.9578
303,-939,977.5399,1768,4020.9998
304,-15723,45.1085,79,-1091.0860
305,511803,4436.0073,6590,41894.6466
306,-117640,-395.0239,-612,-6943.4554
307,638173,5223.8193,7253,49937.0023
308,-44244,380.8699,751,-573.7040
309,542900,3607.8213,5935,38038.0689
310,1239012,5702.6646,7574,70319.8647
311,2479454,5899.4695,7627,98242.2832
312,701091,4317.9092,6643,47494.7248
313,70080,2392.8585,4010,15453.0508
314,216471,4273.1140,6091,27734.3375
315,1121049,5209.9397,7412,63860.1480
317,-112794,107.5832,11,-4517.6645
318,0,0.0000,0,0.0000
320,677051,5650.4861,7314,52657.3059
321,612614,5911.9666,7223,51245.7342
382,329482,3556.2284,6343,30620.2744
323,-42585,-118.2585,-261,-3098.2596
324,1646549,6601.8395,7659,84847.7274
325,-213267,-1190.7835,-2232,-14583.6727
326,1445799,6696.0880,7635,80284.0226
329,-31351,-883.4048,-1762,-5064.6704
330,209457,3378.6522,5594,23733.6128
334,550619,3989.5420,6184,40695.9301
337,632973,4488.7237,6677,45403.9040
338,927804,5095.6884,7263,57642.5968
340,1487841,6227.4735,7626,78655.0125
369,144582,3664.9499,5526,21715.4302
382,0,0.0000,0,0.0000
407,255661,4194.8125,6327,29574.1908
425,52871,2217.4182,3769,10856.5249
436,26975,1718.0496,2954,7302.2439
437,28455,1643.4684,2749,7082.5781
438,14015,1301.4081,2297,4961.9257
439,60111,2389.6984,4048,11564.8638
440,540279,4499.6145,6963,42234.5766
441,26410,1685.4479,2861,7054.9592
442,97427,2985.9259,4992,16034.0807
443,393203,4368.5988,6433,35993.9064
444,16339,1425.0438,2398,5598.5232
446,-4490,887.4598,1501,2484.6170
448,42166,2034.2169,3408,9279.6292
449,9982,1162.6440,1998,4295.1079
450,45303,2097.5341,3502,9584.2786
451,53506,2246.2664,3746,10666.6294
452,28441,1604.9803,2812,6940.0572
453,73533,2647.3580,4508,13358.9703
455,33813,1788.5514,3112,7917.6731
458,16444,1221.9435,2170,4810.3476
459,7524,1081.9277,1817,3745.0807
460,15226,1292.4971,2089,4997.4983
463,25435,1612.6610,2615,6810.5720
464,9285,1194.2758,2141,4546.9816
465,9432,1180.4324,1986,4333.7690
467,219562,3201.7362,5251,24056.5705
468,-4505,776.2887,1318,2090.0083
469,35616,1786.5042,2941,8102.4600
470,62677,2343.7368,3988,11736.5263
472,2353,1353.1309,2396,5342.6120
473,90577,2659.4015,4488,14814.0894
531,610879,4820.5478,7248,46470.5762
475,78970,2542.0755,4400,13410.2273
476,-25110,326.0653,649,-530.6389
477,8630,1064.7642,1824,4017.1863
482,-34562,-775.6297,-1495,-4808.7117
485,1622181,4999.6352,7348,73521.6946
486,374603,4517.7964,6706,35672.2584
