id,name_cn,rank,total
91341,au未来研究所,5966,77
91350,三人行必有我妹 OVA,6648,359
91420,日本国有铁道公安队,6680,1257
91433,死亡空间：坍塌,3787,64
91442,世界第一初恋 情人节篇,1789,266
91454,KY系JC小空气,6512,79
91517,白砂糖战士,6761,63
91609,鬼畜  ～母姉妹調教日記～,3986,254
91611,ナイショの若菜さん,6966,102
91612,馒头日记,2180,92
91626,风云维新大将军,7492,196
91628,星际5555：异星梦系统秘传,2339,63
91640,健全机斗士,6253,688
91651,中二病也要谈恋爱！恋 Lite,3230,2375
91768,デカくてエッチな俺の姉,5348,212
91868,暗杀教室 修学旅行篇,4415,971
91946,妖精的尾巴 第二季,2346,975
91985,寻找失去的未来,6733,1036
91986,巴哈姆特之怒 GENESIS,1439,2599
91987,摸索吧！部活剧 再来一个,653,784
92161,游戏王ARC-V,7580,552
92290,十万个冷笑话电影版,6038,679
92294,ザナルカンドにて,3988,87
92375,大神与七位伙伴,4692,2693
92382,刀剑神域 第二季,3327,8297
92392,东京猫猫,4795,339
92411,口唇之欲 ～御手洗先生家的事情～,3350,341
92412,蜡笔小新 决一胜负！逆袭的机器人爸爸,627,442
92415,法兰雀丝卡,6775,89
92429,我，要成为双马尾,6957,2437
92430,人生,6260,1078
92432,精灵宝可梦：幻影精灵宝可梦的主谋者,4142,84
92627,夏目友人帐 和猫老师的第一次跑腿,2195,887
92705,虫师 续章,41,3333
92826,稻荷恋之歌 OAD,4780,318
92836,青春之旅,3459,1976
92911,淫夢～生贄の宴～,5560,56
92913,エルフィーナ～淫夜（ヨル）へと売られた王国で…～,5210,124
92914,真版女神探偵 VINUS FILE,5404,61
92915,ダーリン,4462,73
92916,el,5367,66
92945,兔宝的悲惨日常 觉醒篇,3635,268
93044,冰雪奇缘,1136,3208
93132,欢乐树伙伴,1041,720
93133,欢乐树伙伴,1041,720
93134,欢乐树伙伴,1041,720
93136,欢乐树伙伴,1041,720
93278,银之匙 Silver Spoon,277,4379
93282,银之匙 Silver Spoon 第二季,236,3331
93354,银之匙 Silver Spoon 第二季,236,3331
93356,天方魔谭MAGI 辛巴达的冒险,2930,380
93377,瑞克和莫蒂 第一季,45,3447
93381,最近，妹妹的样子有点怪？,6984,2664
93424,尽管如此世界依然美丽,4335,1426
93437,未确认进行式 OVA,3983,597
93438,魔女的使命 OAD,3242,400
93509,犬神同学和猫山同学,4719,1141
93545,甘城光辉游乐园,2898,7961
93547,黑子的篮球 第二季,3027,1978
93714,东京喰种,4363,7866
93738,银之匙 Silver Spoon 第二季,236,3331
93739,乒乓,33,8689
93801,银之匙 Silver Spoon 第二季,236,3331
93830,机巧少女不会受伤,5613,4798
93865,桃剑,7438,370
94040,无彩限的怪灵世界,5951,3576
94236,普通女高中生要做当地偶像,3323,705
94244,斩·赤红之瞳！,5034,5934
94335,蝙蝠侠之子,5131,52
94429,超神学院,6539,183
94812,虫师 续章,41,3333
94893,忍者神龟,2774,111
94929,翼与萤火虫,4755,164
94985,原始星球,1025,156
95010,Free!-Eternal Summer-,3320,1413
95095,选择感染者WIXOSS,3973,1523
95201,科学小飞侠Crowds,1218,1677
95225,Fate/stay night [Unlimited Blade Works],885,11100
95419,糖果男孩,1652,554
95445,红白黑黄 第二季,775,1741
95506,正义联盟：战争,4006,103
95586,噗哔啵 来自未来,4341,437
95609,摇摆姐妹 完全版,1733,649
95618,破刃之剑,4304,657
95631,おっぱインフィニティ∞! THE ANIMATION,6880,137
95636,PANDRA 白き欲望 黒の希望 THE ANIMATION,4657,288
95637,PeroPero☆老师,6823,137
95640,HEARTWORK Symphony of Destruction,4334,198
95642,いただきっ!セーエキ,5866,197
95643,BUST TO BUST－ちちはちちに－,6849,89
95646,もう挟まずにはいられない ~星にお願いしたらこんなにおっきくなっちゃった!~,6111,145
95679,每度！浦安铁筋家族,4739,221
95780,熊出没之夺宝熊兵,6887,88
95784,乐高大电影,1726,245
95788,天才眼镜狗,5272,134
95789,哆啦A梦：新·大雄的大魔境~贝可与5人探险队~,2655,332
95791,世界第一初恋〜横泽隆史的场合〜,2456,403
95794,蜡笔小新 决一胜负！逆袭的机器人爸爸,627,442
95796,驯龙高手2,3057,735
95799,精灵宝可梦XY-破坏之茧与蒂安希,5544,325
95800,哆啦A梦：伴我同行,1343,2012
95803,魁拔Ⅲ 战神崛起,2712,599
95804,秦时明月大电影之龙腾万里,7165,272
95805,女神异闻录3 剧场版 第二章 仲夏骑士之梦,3698,422
95806,宇宙兄弟#0,882,112
95807,少女与战车 剧场版,73,4930
95809,剧场版 心理测量者,1638,2488
95810,龙之谷：破晓奇兵,3381,310
95824,暗芝居 第二季,5555,809
95825,剑灵,7569,500
96113,山贼的女儿罗妮娅,4930,98
96130,少女与战车 这次是真正的安齐奥战！,1082,2072
96167,了不起的狐狸爸爸,652,253
96340,幸福的科学,7657,97
96600,圣剑使的禁咒咏唱,7572,1364
96643,第八届东方M-1漫才大赛,1010,135
96645,第一届东方M-1漫才大赛 重制版,1050,121
96668,刺客信条：余烬,1788,119
96759,神厨小福贵,3343,486
96787,火星异种,6308,1188
96788,火星异种 Bugs2号编,5264,319
96849,蓝雨伞,2299,114
96861,金田一少年事件簿R,3558,424
96893,寻宝的暑假,2629,350
96918,ALDNOAH.ZERO,3409,4958
96977,TRINITY SEVEN 七人魔法使,6617,2149
97014,罪恶王冠,4840,10664
97045,龙珠改 魔人布欧篇,1043,536
97112,超有病 勇者传说,4554,112
97197,某科学的超电磁炮S OVA,2886,1652
97288,剧场版 空之境界 未来福音,385,4135
97305,剧场版 空之境界 未来福音 extra chorus,533,3116
97447,天降美食2,4449,82
97477,十字路口,2226,1546
97550,乳色吐息,5094,327
97553,鬼畜  ～母姉妹調教日記～,3986,254
97561,南之岛的德拉酱,5027,198
97706,偷·窥·的·小·洞,5396,553
97716,请问您今天要来点兔子吗？,1182,6066
97825,简单易懂的魔法科！,7153,151
97927,搞姬日常,6176,2105
97943,侵略！！乌贼娘 OAD,2051,707
98217,监督不行届,3733,674
98286,三坪房间的侵略者！,4893,2689
98294,偶像活动 剧场版,2019,93
98367,中国惊奇先生,5661,360
98371,某科学的超电磁炮 OVA,1732,3805
98638,命运九重奏,6093,297
98693,约会大作战 OAD,3926,1627
99116,幕末摇滚,6858,209
99505,玻璃之唇,7436,1510
99538,日常系的异能战斗,4336,3289
99627,机器人少女Z,2267,705
99740,M3～黑色之钢～,7393,700
99748,美妙天堂,598,225
99796,摇曳百合 夏日时光！,1026,1884
99806,少年好莱坞,6060,139
99810,旋风管家 OAD,4386,298
99859,JOJO的奇妙冒险 总集篇,1373,270
99889,精灵宝可梦XY特别篇 最强Mega进化,3481,275
99906,史上最强弟子兼一 暗之袭击,3457,135
99925,圣痕炼金士OAD 女帝的肖像,5895,219
99926,Code Geass 反叛的鲁路修 暗黑的背叛,1606,456
99927,天使的心跳！,835,14428
99941,无头骑士异闻录×2 承,1240,4001
99952,Code Geass 反叛的鲁路修R2 零之镇魂曲,1453,506
99962,战国BASARA Judge End,6599,257
100021,やりマン不動産 おすすめ物件はコ・チ・ラ ～女社長はいつも空室あり～,7414,135
100022,巨乳家族催眠,5614,261
100023,被盯上的女神天使安杰尔蒂亚 ～被保护的人们背叛～,7213,214
100024,魔法少女接吻后会变身,7338,74
100025,ラブesエム THE ANIMATION,6860,148
100040,天体的秩序,4258,2569
100205,新妹魔王的契约者,6953,2506
100227,银仙,2825,1821
100378,高达G之复国运动,2961,964
100403,路人女主的养成方法,1735,10451
100405,HELLO!! 黄金拼图,1383,2059
100437,鲁邦三世 次元大介的墓标,656,564
100443,东京残响,1888,5261
100444,四月是你的谎言,233,12040
100447,虐杀器官,2379,1002
100448,和谐,3336,1080
100449,月刊少女野崎君,372,13231
100450,在盛夏等待 特别篇,3044,641
100451,金田一少年事件簿 死神病院杀人事件,2813,73
100498,白银的意志 ARGEVOLLEN,7284,408
100501,太空丹迪 第二季,96,2384
100511,黑执事 幽鬼城杀人事件篇,2117,489
100517,记录的地平线 第二季,1697,3105
100526,黑执事 马戏团篇,1995,1165
100557,戏剧性谋杀,6700,479
100565,功夫兔与菜包狗,1115,362
100568,一骑当千 Extravaganza Epoch,6229,204
100571,玻璃之花与崩坏的世界,6221,1447
100705,属性同好会 OAD,3507,439
100751,龙珠Z 神与神,3647,802
100763,波蕾特的椅子,2695,488
100799,天真无邪的乐园,6788,309
100857,未确认进行式 OAD,3595,568
100858,超时空要塞Δ,4859,2641
100986,STRANGE+ 第二季,4180,330
101102,骑士战场,6986,327
101153,学园怪物！～狼男少女不会屈服～,4556,55
101162,鸟！鸟！鸟！,3984,139
101185,飞机总动员,4021,54
101195,漫研部～妄想突变～,4135,298
101266,剧场版 进击的巨人 前篇～红莲的弓矢～,3527,537
101267,剧场版 进击的巨人 后篇～自由之翼～,2802,452
101268,12岁。,6277,194
101322,REPLY 滨虎,6666,791
101375,潜行吧！奈亚子W  OVA,3991,860
101399,偶像大师 灰姑娘女孩,2444,2312
101437,忍者杀手,867,1419
101442,悠哉日常大王 Repeat,230,4679
101518,狼少女与黑王子,5648,931
101737,高达之环,6092,80
101762,尸兄,6499,697
101784,世嘉硬件女孩,3842,331
101799,猫和老鼠2014 第一季,2464,295
101820,七大罪,1734,3790
101994,某僵尸少女的灾难,7617,200
101999,奶油柠檬 第一部分 媚・妹・Baby,5349,85
102000,奶油柠檬 第二部分 冲突升级 今晚重口味,3892,61
102134,我的青春恋爱物语果然有问题 续,1038,10023
102140,对魔导学园35试验小队,6830,1405
102141,ALDNOAH.ZERO,3409,4958
102427,潜行吧！奈亚子 OVA,3368,820
102552,姐姐的妄想日记 霭子姐那即使从本篇中跑出来也停不下来的独角戏,6559,208
102694,修业魔女璐璐萌,4791,655
102774,百日红,1850,297
102797,夫妻成长日记,4959,69
103023,枪与假面舞会,7591,465
103127,电器街的漫画店,3099,2276
103152,被这么温柔地对待了,7419,92
103160,大英雄狄青,4672,171
103161,东方神娃,5679,139
103232,逃亡者·毛利小五郎,4880,100
103247,フルエルクチビル,5098,197
103304,女神异闻录4 黄金版,3211,873
103470,鬼妈妈,1280,376
103671,信长协奏曲,1236,834
103718,哆啦A梦回来了,866,110
103731,指先案内人 汁だく接待 おかわり三杯目,6327,104
103742,淫兽圣战 Twin Angel,3949,57
103743,淫兽圣战XX,3021,52
103809,新网球王子 OVA 对战Genius10,4485,164
103810,何时搅了荷包蛋的黄？,3913,915
103811,虫奉行OVA,4424,85
103812,青春之旅 OAD,3764,380
103813,LOVE STAGE!! OAD,3657,115
103824,望实与君雄,6348,244
103831,弥留之国的爱丽丝,4647,265
103889,命运九重奏,6093,297
103906,心理测量者 新编集版,460,1875
103971,本当にあった 女子○生 いけない秘密のアルバイト 明日香,7154,125
104086,水母食堂,6408,109
104138,我家浴缸的二三事,5352,1027
104139,苹果核战记α,4193,140
104196,伪恋 OAD,2693,1640
104219,棺姬嘉依卡 AVENGING BATTLE,4949,1388
104249,艶美,7090,117
104337,圣娼女,6230,249
104338,らぶコロン,6996,150
104343,およめさまHONEYDAYS♡,7248,105
104346,ぱいずりチアリーダーVS搾乳応援団！,6076,133
104348,恋愛不要学派 THE ANIMATION,6394,167
104349,新·圣黑木耳学园援交日记,7286,140
104350,食客,7227,155
104352,恋乳ているず THE ANIMATION,6762,117
104354,おしゃぶりアナウンサー,5620,135
104359,天然恋色アルコール,5838,149
104420,棺姬嘉依卡 AVENGING BATTLE OVA,3509,399
104468,飙速宅男 GRANDE ROAD,1452,670
104521,探险活宝 第六季,585,106
104569,头文字D Final Stage,925,708
104591,妄想学生会＊ OAD,818,1654
104661,无翼鸟,2909,83
104878,爱·天地无用！,5684,181
104879,黑白小姐 OVA 足球篇,5784,311
104906,境界触发者,4190,798
104908,漫画家和助手 OVA,3599,967
104949,黑子的篮球 第三季,3727,1362
105068,扶她部,5358,277
105075,血界战线,1014,6057
105155,情热传说～导师的黎明～,5528,527
105191,鬼灯的冷彻 OAD,1526,457
105214,BUDDY COMPLEX 完结篇 -回到那片天空的未来-,5449,504
105255,希德尼娅的骑士 第九惑星战役,359,3265
105278,玉响～more aggressive～ OVA,1550,332
105297,变态王子与不笑猫。,3259,6169
105426,关于完全听不懂老公在说什么的事,2469,5122
105543,如果她的旗帜被折断了 OAD,6330,339
105592,天行九歌之空山鸟语,2363,285
105770,酷装置系列,3152,54
105781,梅伊与小猫巴士,3260,59
105793,世嘉硬件女孩,3842,331
105823,一千零一夜,3190,98
105830,克娄巴特拉计划,3420,81
105875,高达创战者TRY,5674,823
105951,山田君与7个魔女 OAD,4540,701
105969,幸腹涂鸦,2929,1541
106025,玩具总动员之惊魂夜,3197,59
106059,儿童的时间,5389,111
106060,剧场版 约会大作战 万由里裁决,6462,2188
106207,虫师 续章 第2期,29,2891
106212,High School D×D BorN,4104,1552
106220,极黑的布伦希尔特,6723,3607
106239,电影 Happiness Charge 光之美少女！人偶之国的芭蕾舞者,1922,145
106292,伊斯卡,7603,916
106294,水手服心疗妻科,6177,63
106314,选择扩散者WIXOSS,3684,1101
106329,游戏王 The Dark Side of Dimensions,1158,835
106464,在盛夏等待,2676,3273
106653,探险活宝 第一季,644,257
106654,探险活宝 第二季,763,143
106655,探险活宝 第三季,567,132
106656,探险活宝 第四季,542,129
106688,佛兰德斯的狗,1074,205
106693,学园孤岛,2835,4928
106734,义妹,6104,68
106818,暗杀教室,1448,6281
106834,机动战士高达桑,4310,680
106879,临时女友,6798,597
106923,自杀专卖店,3046,143
106948,机动战士高达桑,4310,680
106981,铳皇无尽的法夫纳,7416,1385
107020,ERO game！H和游戏性开发三味,2322,1113
107070,环太平洋：黑色禁区,7378,255
107099,苍蓝钢铁的琶音 DC,2970,820
107100,苍蓝钢铁的琶音 Cadenza,1503,1099
107186,怪盗Joker,1914,178
107193,虫师 续章,41,3333
107199,Love Live! 学园偶像 电影,1567,2179
107443,王牌御史,5865,268
107454,多罗罗,2426,118
107474,拂晓的尤娜,2750,1062
107476,境界的彼方 -I'LL BE HERE- 过去篇,4368,1982
107537,熊出没之过年,4105,146
107538,熊出没之年货,5827,109
107543,攻壳机动队ARISE border:4 Ghost Stands Alone,3332,397
107548,NO GAME NO LIFE 游戏人生,721,12285
107671,我被绑架到贵族女校当“庶民样本”,7273,2247
107677,我被绑架到贵族女校当“庶民样本”,7273,2247
107717,境界的彼方,3210,8462
107740,短暂和平,1410,587
107833,境界的彼方,3210,8462
107835,ALDNOAH.ZERO 第二季,7325,3456
107917,对圣母玛利亚保密喔,1281,137
107957,GANGSTA匪徒,3667,2283
107974,Fate/kaleid liner 魔法少女☆伊莉雅 2wei OAD,2677,951
108009,红美与郁金香,6842,114
108010,音乐少女,6428,267
108011,机器人妈妈,6972,121
108012,秋之鼓点,3695,235
108015,绑架课,3856,56
108016,电焊工波力,2218,123
108021,棋逢敌手,3676,98
108087,锡铁小兵,6606,52
108090,顽皮跳跳灯,4075,86
108093,哆啦A梦：大雄的宇宙英雄记,5841,220
108106,境界的彼方,3210,8462
108247,堀桑与宫村君,2493,1001
108376,东京残响,1888,5261
108377,空战魔导士候补生的教官,7595,1173
108378,再来一次好吗?,6303,161
108438,龙珠Z 复活的F,7075,524
108494,暗杀教室 Episode:0 相遇的时间,3899,619
108514,变态！,6347,266
108554,兰斯01 寻找小光 THE ANIMATION,1783,878
108561,特別授業3SLG THE ANIMATION,6380,197
108595,钻石王牌 OAD,1854,133
108757,绝对双刃,7457,2256
108820,Pokémon the movie XY 光环的超魔神 胡帕,4727,348
108880,锁链战记,6334,126
108916,兄弟战争OVA,5850,127
108918,魁拔妖侠传,3780,141
109053,火影忍者 剧场版 终章,3803,1004
109058,巴哈姆特之怒 GENESIS,1439,2599
109105,我的青春恋爱物语果然有问题,826,12880
109108,天降之物Final 永远的我的鸟笼,4173,1512
109203,魔术快斗1412,4868,1010
109328,结城友奈是勇者,2094,3381
109356,军人少女,6676,530
109375,剧场版 Fate/stay night [Heaven's Feel] I.presage flower,582,6760
109376,剧场版 Fate/stay night [Heaven's Feel] I.presage flower,582,6760
109386,Fate/stay night [Unlimited Blade Works] 第二季,1096,10107
109446,ふぇちかの！,6637,171
109483,百花缭乱 SAMURAI AFTER,6105,179
109541,纯情罗曼史3,2594,365
109604,牧笛,660,108
109605,黑色魔法 M-66,4051,118
109613,蝙蝠侠：突袭阿卡姆,2127,97
109677,画江湖之不良人,4546,390
109724,元气少女缘结神◎,2096,1420
109739,数码宝贝大冒险 tri. 第一章「再会」,7172,1082
109743,数码宝贝大冒险 tri. 第一章「再会」,7172,1082
109868,ピンクバレンタイン,3519,164
109869,玉响～毕业写真～,408,556
109948,CROSS ANGE 天使与龙的轮舞,5136,2392
109956,魔法少女俺,6828,1161
110048,监狱学园,1283,5272
110049,进击的巨人 无悔的选择 OAD,1201,2350
110062,飙速宅男 Re:RIDE,4264,70
110148,怪诞小镇 第二季,150,588
110239,昭和元禄落语心中 OAD,662,666
110244,秦时明月之特别篇罗生堂下,5561,187
110434,驯龙高手番外篇：龙的礼物,2990,75
110462,マドンナ ～完熟ボディCollection,6994,100
110467,白箱,15,14035
110485,早安恋味糕点店,6988,191
110526,海贼王3D2Y 跨越艾斯之死！与路飞伙伴的誓言,2731,298
110568,灵感少女,5671,796
110600,旋转少女,1028,1888
110641,"Wake Up, Girl Zoo!",4734,136
110648,迷糊餐厅 第三季,860,3064
110649,迷糊餐厅 第三季,860,3064
110658,Under The Dog,5147,617
110783,海绵宝宝 第二季,921,336
110800,旋转少女,1028,1888
110867,魔法少女奈叶ViVid,5637,932
110885,麦兜·我和我妈妈,2516,91
110917,龙珠 嗨！归来的孙悟空和同伴们！,3268,113
110919,超神学院 第二季 巨峡号,6116,129
110961,大家集合！Falcom学园 2期,4266,432
111081,潜行吧！奈亚子F,3013,1317
111097,超能陆战队,1819,2260
111359,小黄人大眼萌,3499,543
111361,神偷奶爸3,5926,529
111760,头文字D Legend2 -斗走-,3349,201
111761,头文字D Legend3 -梦现-,3497,163
111762,冰菓 应该持有之物,1166,2708
111889,疯狂外星人,3805,65
111894,男孩和世界,793,61
111926,望实与君雄,6348,244
112051,小王子,3748,242
112133,雏蜂,7538,392
112142,元气囝仔,472,3605
112146,OVERLORD,2610,7955
112151,终结的炽天使,7280,3592
112246,天使之刃：惩罚,3133,107
112269,ばくあね 弟しぼっちゃうぞ! THE ANIMATION,3244,521
112305,绝命制裁X,6832,431
112318,漫画家和助手,3465,3627
112357,恐龙,2455,62
112371,商标的世界,2126,56
112397,黄色潜水艇,381,86
112407,天真无邪的乐园,6788,309
112419,种树的牧羊人,204,232
112481,冰雪奇缘：生日惊喜,3063,303
112641,樱花树下的时间胶囊,6103,66
112652,拔头熊的美好世界,5716,72
112704,幻想曲2000,252,205
112770,攻壳机动队 新剧场版,2683,437
112822,魔鬼恋人 OAD,6198,84
112838,摸索吧！部活剧 Spinoff 和噗噜噗噜夏露姆游玩吧,1138,560
112905,SHOW BY ROCK!!,3562,826
112930,夢喰い－つるみく式ゲーム製作,4675,274
112937,艶美,7090,117
112940,乳色吐息,5094,327
112941,天然恋色アルコール,5838,149
112942,巨乳トライ！ -短期集中乳揉みレッスン-,5387,129
112943,すぽコン！～SPORTS WEAR-COMPLEX～,6247,209
112944,Free Friend ～制服堕天使的课外授业～,6493,211
112945,小镇的陷阱～白浊玷污的肢体～,6225,285
112946,ヘルタースケルター～白濁の村～,5494,254
112965,姉キュン！ ～女子が家に来た～,6167,149
112978,端脑,5286,406
113134,Fate/kaleid liner 魔法少女☆伊莉雅 2wei Herz!,1836,2707
113135,骄傲的将军,2190,74
113292,JOJO的奇妙冒险 星尘斗士 埃及篇,101,8774
113327,怪兽屋,3051,81
113361,新安琪儿,3476,59
113451,如风如云,4211,63
113629,噬神者,5307,1734
113631,侦探歌剧 少女福尔摩斯 TD,5818,329
113644,天真无邪的乐园,6788,309
113649,花与树,3048,83
113650,汽船威利号,1320,164
113887,Code Geass 亡国的阿基德 第四章「憎恨记忆」,7222,905
113906,网球优等生 第二季,1541,175
114044,城镇青年,3624,157
114062,黑白小姐 「经纪人」,5914,275
114070,人类补奸计划,6339,55
114105,再见绝望先生 Blu-ray BOX化纪念话,1128,360
114161,南方公园 第18季,680,215
114184,科拉传奇 第四季：平衡,2288,142
114197,咲日和 OAD,3245,325
114391,银魂 JUMP动画巡回展 2014,1669,203
114394,美男高校地球防卫部LOVE！,5635,556
114488,少年好莱坞 第二季,3605,59
114612,小马宝莉：彩虹摇滚,1430,94
114685,可塑性记忆,3078,6147
114706,SWORD GAI 装刀凯,7541,160
114745,江户川柯南失踪事件～史上最糟糕的两天～,3607,469
114758,伪恋：,2618,4571
114777,淫縛学艶,5542,59
114870,阿凡提的故事,705,1309
114967,无头骑士异闻录×2 转,1593,3129
114968,无头骑士异闻录×2 结,1701,2760
115008,重装武器,5796,1767
115238,サムライホルモン THE ANIMATION,6395,120
115292,东京喰种√A,7051,4364
115338,动画心疗系,3921,527
115339,浦和小调,7117,353
115615,功夫熊猫3,5288,682
115636,武战道,2229,54
115660,命运石之门 聪明睿智的认知计算,2810,1846
115661,鲁邦三世,374,720
115685,虫师 续章,41,3333
115732,花与爱丽丝杀人事件,1340,1234
115735,闪乱神乐 ESTIVAL VERSUS -泳装满载的前夜祭-,5481,158
115756,雷速登闪电冲线,6078,60
115780,没有黄段子存在的无聊世界,6476,5456
115908,吹响！悠风号,89,11849
115917,K 诸王归来,5894,1918
115932,凭物语,976,4212
115979,超时空要塞Δ,4859,2641
115980,四月是你的谎言 OAD,1536,1573
116034,夜之小双侠,4078,365
116045,妖怪名单,5511,321
116142,快乐星猫,5536,188
116145,哈皮父子,5202,118
116148,夺宝幸运星,3747,127
116225,妄想学生会＊ OVA,942,1596
116276,马达加斯加的企鹅,3902,296
116287,期待在地下城邂逅有错吗,3345,5251
116349,おっぱい学園マーチングバンド部！,6136,175
116370,日本动画（人）博览会,157,1805
119344,心灵想要大声呼喊。,2550,2904
119389,正义联盟：亚特兰蒂斯王座,6079,70
116461,食戟之灵,1676,5784
116475,数码宝贝大冒险 tri. 第一章「再会」,7172,1082
119581,聖ブリュンヒルデ学園 少女騎士団と純白のパンティ 〜甲冑お嬢様の絶頂おもらし〜 THE ANIMATION,4956,343
116651,血型君2,4547,808
116716,圣斗士星矢 黄金魂 -soul of gold-,6478,254
116742,死亡游行,1879,2577
116747,拉链超人组,5236,141
116789,死亡游行,1879,2577
116871,亚尔斯兰战记,3023,2387
116891,当男孩遇到后宫,5631,249
116892,肉牝R30 ～肉欲に堕ちた牝たち～ THE ANIMATION,6625,134
116957,拉链超人组,5236,141
117029,战国无双,7237,174
117095,TRINITY SEVEN 七人魔法使 OAD,6042,444
117147,银魂 JUMP动画巡回展 2014,1669,203
117148,玩具总动员4,1504,382
117149,熊出没之雪岭熊风,5079,130
117151,女神异闻录3 剧场版 第三章 秋降,4124,357
117153,俺物语!!,2817,1500
117155,狼少女与黑王子 OAD,5265,148
117190,美少女战士Crystal,5950,505
117192,魔法少女奈叶,1118,2688
117249,日本动画（人）博览会,157,1805
117282,月歌,5692,282
120186,美妙天堂 第二期,841,134
117489,憨豆先生动画版 第一季,4055,97
117556,城下町的蒲公英,3326,1524
117558,干支魂,4591,528
117601,苍之彼方的四重奏,6292,1779
117728,不可思议的教室 OVA,1093,179
117731,境界的轮回,4279,527
117777,电影 声之形,1700,8332
117807,蜡笔小新 呼风唤雨！夕阳下的春日部男孩,682,381
117808,飞跃巅峰 科学讲座,4120,66
117896,机动战士高达SEED Special Edition,2635,93
117897,机动战士高达SEED Special Edition,2635,93
117898,机动战士高达SEED Special Edition,2635,93
117899,机动战士高达SEED DESTINY Special Edition,4518,126
117900,机动战士高达SEED DESTINY Special Edition,4518,126
117901,机动战士高达SEED DESTINY Special Edition,4518,126
117902,机动战士高达SEED DESTINY Special Edition,4518,126
117906,女系家族III～秘密HIMITSU卑蜜～ THE ANIME,7394,143
118066,撸时代 第二季,3059,108
118067,六花的勇者,5698,2935
118098,剧场版 希德尼娅的骑士,1285,662
118107,排球少年 列夫参上,2356,545
118262,花园墙外,489,214
118263,日本动画（人）博览会,157,1805
118303,日本动画（人）博览会,157,1805
118335,进击的巨人 第二季,267,10241
118336,电影 光之美少女 All Stars 春之嘉年华♪,6098,135
118339,哈布洛先生,3295,57
118475,デモニオン ～外伝～,7004,152
118476,夜這いする七人の孕女,6715,137
118629,漫画家和助手,3465,3627
118696,姐姐的妄想日记OAD,5808,289
118700,IS2 OVA 世界清洗篇,6593,577
118781,甲铁城的卡巴内利,6773,7128
118782,Punch Line,3214,1493
118783,全部成为F THE PERFECT INSIDER,2459,2512
118784,尸者的帝国,6487,1221
118785,乱步奇谭,7058,2772
118906,山田君与7个魔女,4094,2692
118907,IS2 OVA 世界清洗篇,6593,577
118908,境界的彼方 -I'LL BE HERE- 未来篇,3945,2788
118911,詩乃先生の誘惑授業,5980,53
118950,館～官能奇譚～,5945,295
118951,神曲のグリモワール THE ANIMATION,5444,187
119034,精灵旅社2,4346,212
119035,头脑特工队,797,1307
119086,告白实行委员会 嫉忌的答复,4781,378
119155,オトメヒメ,7204,114
119156,恋まぐわい ～忘却の妖狐～,5738,279
119187,名侦探柯南 业火的向日葵,7552,1724
119279,Go! Princess 光之美少女,485,410
119313,魍魎之贽,6125,105
119344,心灵想要大声呼喊。,2533,2905
119349,伊斯卡 OAD,7289,174
119356,海洋之歌,726,647
119364,这个男子、为石化困窘,4250,89
119389,正义联盟：亚特兰蒂斯王座,6073,70
119394,昭和元禄落语心中,139,2707
119581,聖ブリュンヒルデ学園 少女騎士団と純白のパンティ 〜甲冑お嬢様の絶頂おもらし〜 THE ANIMATION,4985,343
119677,枪神斯托拉塔斯,7585,664
119687,圣洁天使 Ange Vierge,6978,476
119719,BLAME! 端末遗构都市,3660,180
119795,怪物之子,2278,2082
119886,御神乐学园组曲,6390,820
119889,我老婆是学生会长,6571,2605
119985,"Wake Up, Girls! 青春之影",2790,333
120042,我是高宫茄乃,3818,334
120067,怪医黑杰克 完结篇,3691,111
120186,美妙天堂 第二期,861,134
120187,干物妹！小埋,3575,8750
120191,火影忍者 剧场版 博人传,2054,1563
120205,Exodus!,3947,1520
120224,绯弹的亚里亚AA,6848,1976
120236,排球少年 第二季,75,3977
120369,黑塔利亚 第6期,2633,520
120445,GATE 奇幻自卫队,4452,2306
120700,虫师 特别篇 铃之雫,119,1608
120701,雨色可可,7471,233
120703,吸血鬼福尔摩斯,7601,162
120705,终结的炽天使 名古屋决战篇,7031,2006
120763,出包王女Darkness 2nd,1399,2026
120791,银魂°,161,2808
120902,受胎岛,6313,252
120903,えろまめ,7006,89
120914,新妹魔王的契约者 OAD,5975,490
120925,夏洛特,6139,9759
120927,夏洛特,6139,9759
120930,天使的心跳！地狱厨房,4628,1291
121002,机器人少女Z+,3028,329
121003,兔宝的悲惨日常 梦幻篇,2976,249
121038,イケナイコト THE ANIMATION,7422,171
121039,のせわすれ ～女教師中善寺綾乃の淫鬱なこれから～,7479,108
121040,受胎岛,6313,252
121041,女高中生的腰技,4035,456
121042,豚の如き山賊に捕らわれて処女を奪われる巨乳姫騎士＆女戦士 ～絶対チ◯ポなんかに負けたりしない!!～ THE ANIMATION,7399,125
121043,听我的话！催眠女友～奴隶洗脑的中出生活！！～,6754,315
121045,都合のよいセックスフレンド？,4971,310
121046,鬼父2 -收获-,6815,262
121108,关于完全听不懂老公在说什么的事 第二季,2641,3715
121126,红领巾与王小明,5227,118
121187,灰色的迷宫,1727,2475
121328,偶像☆妹妹,4129,252
121377,那就是声优！,4114,2259
121596,巴啦啦小魔仙之梦幻旋律,4487,105
121724,终之空,7668,244
121739,哆啦A梦：我是桃太郎的什么呢？,2933,59
121745,2112年哆啦A梦的诞生,1429,180
