id,name_cn,rank,total
33219,无限地带23,2301,266
33220,无限地带23 PART II,2867,174
33255,钓球,1402,1749
33294,极乐院女子高寮物语,6050,472
33310,钢铁巨人,1396,85
33319,魔塔大陆,5408,78
33352,爆漫王。3,105,3680
33354,女皇之刃 叛乱,5918,438
33355,战国Collection,4121,419
33356,光明之心-幸福的面包,7019,759
33397,某个旅人的日记,1561,247
33446,圣斗士星矢Ω,6947,537
33486,RE:人造人009,5040,252
33491,南方公园 第16季,318,344
33504,鬼父,3649,1597
33505,鬼父,3649,1597
33506,鬼父2,6094,748
33507,鬼父2,6094,748
33508,鬼父 复-活,4918,850
33509,伊苏 天空的神殿～亚特鲁·克里斯汀的冒险～,4482,59
33514,火影忍者疾风传 剧场版 血狱,6069,590
33538,圣斗士星矢Ω,6947,537
33693,超兽武装之仁者无敌,1237,461
33695,超兽武装之勇者无惧,732,412
33702,魔力家族 -La storia della Arcana Famiglia-,6971,770
33820,中华小子,1882,690
33922,再见 银河铁道999 安卓梅达终点站,840,71
34000,超智能足球,4217,188
34005,弹珠传说,3095,154
34025,图书馆战争 革命之翼,1688,632
34028,翡翠森林狼与羊 秘密的朋友,3939,73
34128,极黑之翼,4993,94
34227,吸血鬼猎人D,2105,274
34236,云海骑兵队,4478,115
34237,穿靴子的猫,2666,560
34251,弑神者,6276,1849
34281,战斗机甲萨芬格尔,906,72
34284,战斗妖精少女 救救我！小Mave,6374,84
34418,蓝宝石之谜 剧场版,5254,73
34447,白鸽岛,1956,63
34500,萤子,3655,192
34502,WORDS WORTH,1084,568
34515,星界的断章 诞生,1746,152
34585,剧场版 魔法老师涅吉！ANIME FINAL,4607,174
34605,柴犬子,7373,217
35004,天才嘉年华,811,796
35040,天才嘉年华,811,796
35042,天才嘉年华,811,796
35095,午夜之眼,5238,112
35306,贫穷姐妹物语,4148,354
35626,ToHeart2 迷宫旅行者,5091,221
35629,三个和尚,2039,742
35632,小蝌蚪找妈妈,717,782
35679,魔法少女奈叶 The MOVIE 2nd A’s,371,1279
35685,倒霉熊,4659,101
35715,薄樱鬼 黎明录,4397,399
35763,颠倒的帕特玛,1073,2456
35790,妖精的尾巴 记忆里的日子,2884,188
35793,放課後にゃんにゃん,7121,122
35814,功夫熊猫,2438,1758
35858,小马宝莉：友谊就是魔法 第二季,314,433
35861,强袭魔女 OVA,6019,362
35866,Code Geass 反叛的鲁路修 娜娜莉梦游仙境,5771,1144
35867,黑魔女学园,5249,251
35916,魔术师和兔子,2878,132
35937,我☆能行,6128,391
35941,心之国爱丽丝 剧场版,6453,101
35959,驯龙高手,1266,1841
35970,钢铁神兵B'T-X NEO,2070,136
35977,卡片战斗先导者 亚洲巡回赛篇,2662,70
35983,LOVE LOVE,5963,60
35988,魔具少女！OAD,6262,209
35989,死亡笔记特别篇 幻觉之神,2169,354
35990,死亡笔记特别篇 L的继承者,2467,413
36004,日常 OAD,509,1876
36056,没头脑和不高兴,2332,493
36067,快乐的大脚,4166,197
36112,摩登原始人,1997,76
36116,变相怪杰,1736,79
36118,101忠狗,3388,223
36119,木偶奇遇记,2449,236
36120,大力士,3304,79
36123,波波安,3761,65
36124,半夜鸡叫,3781,91
36125,鲤鱼跳龙门,3545,85
36126,哆啦A梦 日视版,847,91
36127,神笔,2593,300
36151,小美人鱼,2178,226
36186,天书奇谭,642,761
36225,阿拉丁,2952,286
36226,白雪公主和七个小矮人,1852,378
36227,连结方式,4395,355
36229,大姐姐的口内解禁日,7309,194
36230,ネトラレ ～田辺優香の独白～,6950,104
36231,我相信我的女朋友,5038,328
36232,別にアンタの為に大きくなったんじゃないんだからねっ！！,7023,93
36233,雪夜一夜物語,5923,69
36237,猴子捞月,2927,219
36238,咕咚来了,3265,97
36239,南郭先生,3004,192
36241,老狼请客,3791,84
36247,人参娃娃,2949,81
36260,圣传,3940,76
36262,X战记,4427,228
36264,探索者的目标,5436,136
36266,天地无用! in LOVE,2623,53
36267,圣传,3940,76
36268,葫芦小金刚,2016,814
36269,彭彭与丁满,2261,237
36271,棋魂特别篇 迈向北斗杯之路,690,686
36272,遥远时空中 舞一夜,3050,176
36319,鹬蚌相争,2376,181
36320,新机动战记高达W 总集编,3795,51
36324,青山刚昌短篇集,2514,160
36326,青山刚昌短篇集 2,2700,122
36338,春之觉醒,675,113
36355,鲁邦三世 -名为峰不二子的女人-,602,1624
36357,新机动战记高达W 总集编,3795,51
36358,机动战士高达 第08MS小队 最后的休憩,3351,479
36359,鲁邦三世 第二期,503,136
36360,鲁邦三世 第三期,1534,56
36379,Fate/Zero Remix,1558,905
36449,神的记事本,3356,4743
36587,铁腕巴迪,2397,137
36588,机动刑事808,2036,144
36686,海底娇娃蓝华,3771,221
36698,大力士,3361,75
36759,小鹿斑比,1935,171
36787,Genocyber 虚界之魔兽,4096,81
36828,汽车总动员,3521,702
36951,蝙蝠侠：哥谭骑士,3352,64
36954,治愈队西游记,4355,157
36957,游戏王剧场版 光之金字塔,3522,497
36958,游戏王剧场版 真红眼黑龙,5557,208
36963,美少女战士SuperS剧场版 梦想黑洞的奇迹,2295,66
36964,轮奸俱乐部,5317,386
37007,电影 Suite 光之美少女♪ 夺取回来！连结心中的奇迹旋律♪,3394,126
37012,机甲猎兵迈罗林克,1621,76
37020,乱马1/2 小茜VS乱马—母亲的味道由我保护,2615,58
37033,无限地带23 PART III,5652,126
37062,百变之星 崭新之翼 EXTRA STAGE 不笑的公主,2310,276
37063,百变之星 不死鸟传说 ～蕾拉・汉密尔顿物语～,211,415
37065,百变之星 妙啊！妙！,6058,139
37124,One Off,4592,286
37137,TARI TARI,1356,4762
37138,超译百人一首 歌之恋,1052,953
37140,学活！,3872,311
37154,心灵链环,1005,5082
37162,喜羊羊与灰太狼之给快乐加油,6731,75
37163,奇思妙想喜羊羊,6796,94
37164,喜羊羊与灰太狼之开心闯龙年,7384,142
37170,重战机艾尔盖姆,3208,61
37174,无敌超人赞波特3,1427,109
37183,太阳之牙达格拉姆,203,101
37248,勇者特急,2121,61
37254,宇宙骑士BLADE II,6174,74
37303,伏 铁炮娘的捕物帐,4952,331
37344,竖笛与双肩书包 2♪,4063,720
37385,金属外壳MADOX-01,7101,83
37395,乐园追放 -Expelled From Paradise-,849,4489
37396,西游记,1047,1228
37411,猫狗,2565,205
37412,自古英雄出少年,3682,73
37415,史上最强弟子兼一 OAD,3148,100
37416,猫神八百万OVA,3573,276
37418,哪吒传奇,3586,799
37449,萌菌物语 Returns,2240,862
37460,哆啦A梦 大山版,34,1732
37468,BOM BOM弹珠人,3850,112
37469,弹珠警察,4070,399
37514,你所期望的永远 ～Next Season～,4618,367
37531,我的妹妹小桃子,2026,52
37545,一大早就沉甸甸的牛奶壶,7100,153
37557,有你的小镇 OAD 黄昏交叉点,4535,446
37562,轮回的拉格朗日 第二季,4486,750
37567,击败罪恶！！白领侠,6249,107
37568,解脱了的光子,6063,63
37569,英俊的茂雄,5726,54
37570,森林的安藤,5603,51
37573,名侦探哥顿,5851,59
37619,故乡重现 日本的古老传说,2465,185
37660,First Love,6370,209
37661,妻の母さゆり,7146,122
37672,夏雪密会,2333,1448
37673,机器人笔记,3223,2617
37685,心理测量者,301,10015
37694,出包王女Darkness,1106,3357
37722,穷神,1645,3321
37737,故乡重现 日本的古老传说,2465,185
37745,宇宙战舰大和号2199 第一章「踏上遥远的征途」,886,225
37785,来自新世界,113,9873
37819,向阳素描×蜂窝,450,857
37855,电影 光之美少女 All Stars New Stage 未来的朋友,2857,179
37870,寒蝉鸣泣之时外传 猫杀篇,2918,1983
37873,CLANNAD 另一个世界 智代篇,557,5220
37874,CLANNAD ～AFTER STORY～另一个世界 杏篇,734,4678
37897,女子落语,997,2907
37898,我的妹妹哪有这么可爱。,2915,8176
37909,初夜,1841,320
37939,花粉少女注意报,4916,394
37946,法外制裁者,7169,991
37956,亲吻那片花瓣 「恋人的羁绊」,1148,1729
37994,夜勤病栋,1514,1378
38040,Little Busters!,2194,3814
38068,乐园追放 -Expelled From Paradise-,849,4489
38069,「K」,4908,5518
38070,青之驱魔师 剧场版,2530,984
38071,钟之音学园,6533,66
38072,Di Gi Charat,4071,117
38081,火影忍者 剧场版 忍者之路,2435,883
38082,姉SUMMER！,3709,585
38118,名侦探柯南 怪盗基德孤岛决战,4426,322
38119,名侦探柯南 十年后的陌生人,2920,803
38120,名侦探柯南 女子高中生侦探 铃木园子事件簿,5103,274
38121,名侦探柯南 来自阿笠的挑战书！阿笠VS柯南&amp;少年侦探团,5284,275
38122,名侦探柯南 追踪消失的钻石！柯南·平次VS基德,5123,314
38123,名侦探柯南 目标是小五郎！！少年侦探团的秘密调查,5030,267
38124,名侦探柯南 柯南、基德与水晶之母,4630,310
38125,名侦探柯南 柯南、平次与消失的少年,5186,261
38126,名侦探柯南 16名嫌疑犯！？,4684,278
38127,名侦探柯南 MAGIC FILE 4 ～通往大阪什锦煎饼的艰辛之路～,4583,233
38128,名侦探柯南 MAGIC FILE 3 ～新一与小兰·麻将牌与七夕的回忆～,4746,239
38129,名侦探柯南 MAGIC FILE 2 ～工藤新一 谜之墙壁与黑色拉布犬事件～,4962,195
38131,名侦探柯南 BONUS FILE 幻想曲之花,5245,167
38132,名侦探柯南 传说中的球棒的奇迹,5656,239
38137,壳之少女,7267,348
38212,终极蜘蛛侠 第一季,1335,186
38216,高桥留美子剧场,1437,74
38217,蒙特,5475,220
38225,青之驱魔师 剧场版,2530,984
38228,圣斗士星矢 圣域传说,4660,346
38256,超时空要塞Plus 剧场版,482,446
38274,Reunion,6207,366
38275,Reunion,6207,366
38293,WIZARD GIRL AMBITIOUS,5986,275
38304,神枪少女 -IL TEATRINO-,5550,563
38307,变形金刚 领袖之证,990,186
38326,JOJO的奇妙冒险,1049,1117
38361,BRAVO东东,4377,110
38422,恶魔战士,3851,66
38428,爆炸头武士：复活,3257,156
38429,爆丸,3829,55
38430,爆炸头武士 剧场版,2003,133
38432,黑暗圣经,1248,1280
38434,侠猪布塔,6404,172
38435,机动战士高达 剧场版I,1046,680
38436,机动战士高达 剧场版II 哀・战士,772,630
38437,机动战士高达 剧场版III 相逢在宇宙,516,632
38470,CLAMP仙境,1462,98
38494,超神传说童子,3053,81
38523,雾谷伯爵家的六姐妹,5904,348
38646,奔向地球,3721,68
38695,星际宝贝,2950,267
38701,星际宝贝TV版,2846,170
38711,至net奇兵 第一季,2165,74
38722,真魔神英雄传 魔神山篇,3221,82
38723,魔神英雄传 永恒传说,2250,70
38758,闪电十一人GO 时空之石,2370,102
38766,天上天下 终极格斗,4616,78
38899,箱入少女-Virgin Territory-,7226,167
38903,加州危机,3797,82
38907,地铁大逃杀,3622,128
38933,BLOOD ROYAL Princess,5780,98
38936,翼神传说 间奏曲「她与她自己」,5676,117
38938,碧奇魂,2603,65
38951,爆弹小新娘,4198,71
38954,游戏王胶囊怪兽,2847,58
38965,袖珍女侍小梅,5060,71
38966,棉花国之星,3311,67
38989,猫头鹰王国：守卫者传奇,2862,60
39024,成龙历险记 第一季,1435,1328
39060,Vampire,6713,87
39064,魔术士奥芬,2553,97
39065,魔术士奥芬 -Revenge-,3585,55
39087,幸福小镇 春岛篇,500,204
39088,马达加斯加,3597,457
39089,马达加斯加2：逃往非洲,3430,268
39091,火影忍者 特别篇 炎之中忍试验！鸣人VS木叶丸！！,5519,221
39109,神圣骑士,7259,171
39118,妄想学生会 OVA,862,2443
39121,狮子王,2906,129
39195,这个是僵尸吗？ OAD,3531,936
39269,别惹蚂蚁,4941,87
39270,极地特快,2454,180
39292,渥大利亚,3569,61
39301,Di Gi Charat,4071,117
39303,勿忘蛛,2478,1325
39490,プリーズ・○○○・ミー！,5960,279
39496,钢索危情,4754,279
39503,小马王,1587,65
39507,飞哥与小佛 第一季,1147,179
39522,不思议游戏,3076,433
39530,新机动战记高达W 无尽的华尔兹,1247,473
39531,银河英雄传说 我的征途是星辰大海,577,240
39532,银河英雄传说 黄金之翼,3729,143
39541,恋狱 月狂病,7282,153
39610,地狱天使,4891,191
39621,光环：传奇,4315,215
39637,视而不见,4913,227
39676,流★星LENS,5931,69
39699,我的朋友很少 Add-on disk,3946,1172
39743,啦啦啦德玛西亚,4806,355
39761,漫画少女,6161,478
39794,绝园的暴风雨,2048,4580
39808,探险托里兰托,4488,65
39869,圣战士登拜因 OVA,6057,67
39923,新世纪福音战士剧场版 DEATH(TRUE)2/Air/真心为你,43,4690
39929,诱惑,5678,136
40001,福星小子1 爱星球之恋,4577,108
40003,福星小子2 绮丽梦中人,115,773
40063,未来日记,1449,10163
40081,精灵宝可梦 超级愿望 第2季,4943,272
40122,101忠狗,2808,235
40126,神奇飞书,2472,80
40185,佐罗的传说,2638,105
40187,父与女,663,300
40188,花木兰,2581,631
40189,泰山,3128,315
40190,冰川时代,2001,963
40191,冰川时代2：融冰之灾,3169,666
40196,苍蝇一分钟的生命,2975,172
40199,进化简史,4206,60
40247,浮浮啾啾,5296,152
40249,新网球王子OVA,4031,242
40278,福音战士新剧场版：序,133,9718
40286,尸体派对 迷失的舞步,6443,572
40309,摇曳百合♪♪,549,4925
40310,少女与战车,630,5597
40335,四眼天鸡,4561,86
40339,就算是哥哥只要有爱就没问题对吧,6753,2997
40341,最终幻想VII：降临之子,581,3120
40377,大铁人 地球静止之日,1216,128
40380,真女神转生 恶魔之子,4128,62
40388,我们这一家,1401,159
40391,DOWNLOAD 阿弥陀佛诗歌,3941,62
40533,邻座的怪同学,1498,6081
40651,只要你说你爱我,6256,1194
40756,武装神姬,5781,723
40841,学园都市巴拉诺瓦尔,7619,53
40879,星船伞兵：入侵,4915,57
40932,.hack//G.U.三部曲,2974,140
40935,火鸟 凤凰篇,2515,57
41013,幻想万华镜 华鸟风月,928,858
41019,女神异闻录4 剧场版,4378,274
41028,三人行必有我妹,7105,2068
41029,千岁 Get you!!,6460,213
41189,玛丽和马克思,356,594
41190,异国迷宫的十字路口,2171,2459
41244,被狙击的学园,5363,1162
41245,Vividred Operation,4992,1219
41406,幻想万华镜 华鸟风月,928,858
41428,轮回的拉格朗日 鸭川日常,4076,254
41464,Vividred Operation,4992,1219
41488,樱花庄的宠物女孩,1150,10228
41529,BTOOOM! 惊爆游戏,3859,3293
41553,奴隶市场,3927,299
41568,歌牌情缘2,123,3317
41574,新世界 未来篇,4801,368
41612,散华礼弥 OAD,3763,1295
41658,向山进发,2052,3360
41731,装甲骑兵 最后的红肩队,1633,141
41732,装甲骑兵 大战,2611,97
41733,装甲骑兵 荣耀的背后,2557,99
41734,装甲骑兵 幻影篇,1811,99
41736,装甲骑兵 孤影再临,1875,104
41742,机动战士高达0083 吉恩的残光,2972,275
41743,机动战士高达 第08MS小队 米娜的报告,3613,316
41744,神圣骑士,7259,171
41863,亚尔斯兰战记IV 汗血公路,2554,64
41865,亚尔斯兰战记V 征马孤影,2567,60
41867,亚尔斯兰战记II,2973,81
41887,逮捕令 剧场版 墨东署最大危机,1717,158
41888,生化危机 恶化,3665,491
42095,秀逗魔导士RETURN,2254,110
42097,秀逗魔导士GREAT,1983,90
42238,倒霉熊,4659,101
42253,是魔法使的话就吃味噌！,7134,150
42339,军火女王 PERFECT ORDER,1742,2419
42342,京骚戏画,1625,1096
42690,超重神GRAVION Zwei,5171,83
42707,伊克西翁传说DT,1400,1728
42741,最强会长黑神 Abnormal,4528,841
42748,凌辱家庭餐馆 调教菜单,3541,516
42750,超译百人一首 歌之恋,1052,953
42786,天方魔谭MAGI,2784,2659
42789,高达 EVOLVE,4052,182
42815,姫様限定！,6195,318
42850,勇敢传说,3765,355
42859,One Off,4592,286
42869,御宅英文！魔法少女小缎带,4995,280
43099,魔角侦探之大三角计划,1099,82
43118,绯色的欠片 第二章,5869,136
43139,萌幻变身,5619,73
43159,颠倒的帕特玛 初始之日,2014,452
43180,科拉传奇 第二季：神灵,1942,163
43197,魔王勇者,2839,4136
43263,黑暗之蓝,6669,486
43296,喜欢着、喜欢着、喜欢着,4743,252
43301,钢铁魔女安妮罗杰,4003,447
43310,AURA ～魔龙院光牙最后的战斗～,3097,928
43367,雨芳恋歌,6527,355
43368,黑兽〜高傲的圣女被白浊玷污〜,1670,1306
43378,Pure Mail,4790,88
43383,我叫MT 第六季,3404,166
43386,犬神 剧场版,4041,82
43404,女神异闻录3 剧场版 第一章 春生,3970,558
43482,.hack//世界的彼方,1998,268
43523,美少女战士Crystal,5950,505
43525,元气少女缘结神,2605,2454
43557,我女友与青梅竹马的惨烈修罗场,4890,5462
43558,JOJO的奇妙冒险,222,10102
43574,初音岛III,5999,743
43581,剧场版 空之境界 未来福音,385,4135
43941,我的妹妹是A罩杯小恶魔,6417,212
43951,Fate/kaleid liner 魔法少女☆伊莉雅,3072,3868
43972,第五届东方M-1漫才大赛,1040,181
43982,机动战士高达SEED MSV ASTRAY,5366,175
44027,らぶ2Quad,7156,253
44111,电影 Smile 光之美少女！儿童图画书里的世界都不协调！,1827,176
44120,十万个冷笑话 第一季,3376,2427
44451,JKと淫行教師4,6939,235
44461,纳米核心,3871,570
44466,清纯看护学院,6638,207
44467,旅馆白鹭,4682,228
44469,奶油柠檬 第四部分 PoP CHASER,3632,105
44470,黑爱～一夜妻馆·淫口乱乳录～,4538,274
44472,新体操（假） ～妖精们的圆舞曲～,4668,230
44473,银色之夜,3102,165
44474,好色女教师,5556,273
44475,CPU辣妹,4053,109
44476,内衣办公室,1233,876
44521,灵猫 C.A.T.,3625,53
44537,无赖勇者的鬼畜美学,6635,1651
44636,龙珠Z 神与神,3647,802
44675,马丁的早晨,2832,516
44676,大耳朵图图,6557,344
44677,小熊维尼与跳跳虎,4923,81
44678,火星鼠骑士,3673,62
44679,神雕侠侣I：古墓奇缘,3526,115
44690,壳中少女 燃烧,912,1581
44691,壳中少女 排气,1155,1380
44692,剧场版 魔法少女小圆 [后篇] 永远的物语,212,3875
44693,剧场版 魔法少女小圆 [新篇] 叛逆的物语,51,9461
44705,猎人剧场版：绯色幻影,7366,466
44758,头文字D Extra Stage,3593,158
44763,嘟嘟猫观察日记,914,716
44936,龙珠 神龙传说,3652,128
44937,龙珠 魔神城里的睡美人,3894,113
44938,龙珠 摩诃不可思议的冒险,3969,113
44939,龙珠Z 热血热斗,4541,114
44940,龙珠Z 世上最强之人,4373,129
44941,龙珠Z 地球争霸战,3746,139
44942,龙珠Z 超级赛亚人孙悟空,4347,135
44943,龙珠Z 最强对最强,3512,195
44961,真救世主传说 北斗神拳 拉欧传 殉爱之章,1948,51
45048,苍之流星SPT雷兹纳 OVA,1872,60
45051,萌菌物语 Returns,2240,862
45054,鲁邦三世 鲁邦VS克隆人,1183,143
45089,山水情,163,571
45143,交响诗篇AO 少女之花,5553,255
45213,玉响～more aggressive～,992,935
45240,剑风传奇 黄金时代篇II 多尔多雷攻略,538,1484
45241,剑风传奇 黄金时代篇III 降临,297,1570
45317,魔法少女爱,3808,270
45318,魔法少女爱叁,5002,115
45336,怪诞小镇 第一季,334,639
45339,华丽一族,6120,103
45391,龙珠Z 一百亿能量战士们,3173,196
45392,龙珠Z 激战人造人,3608,144
45393,龙珠Z 传说中的超级赛亚人,3167,213
45394,龙珠Z 银河最强战士,3068,133
45395,龙珠Z 两人的危机,2732,174
45414,竖笛与双肩书包 OAD,4139,246
45624,超时空要塞FB7 银河流魂,4744,234
45706,罪恶王冠 失落的圣诞节 an episode of port town,5993,1677
45810,冰川时代4：大陆漂移,3738,521
45812,冰川时代3：恐龙的黎明,3206,493
45830,Little Busters!,2194,3814
45841,.hack//Versus 塔那托斯报告,2744,62
45842,变态王子与不笑猫。,3259,6169
45884,出包王女Darkness OAD,1145,1554
45904,逮捕令 OVA,657,384
45905,逮捕令 Special,1708,116
45919,魔法少女伊斯卡,6083,158
45921,魔法少女艾丽娜,5274,221
46010,High School D×D OAD,3462,880
46011,我的朋友很少NEXT,3453,4946
46012,黑塔利亚 第5期,1126,953
46013,闪乱神乐,6805,962
46014,只有神知道的世界 天理篇,2213,2105
46036,怪医黑杰克,1154,354
46043,街角的童话,1575,197
46079,天然萌少女明日香,3034,713
46097,少女戦機 ブレインジャッカー,6730,106
46108,天然萌少女明日香,3034,713
46112,汽车总动员2,5137,355
46116,超人总动员,3292,721
46117,虫虫危机,3322,233
46124,闪电狗,5172,283
46126,马达加斯加3,2476,291
46128,功夫熊猫:盖世五侠的秘密,3997,148
46131,功夫熊猫：非凡传奇 第一季,3716,78
46213,剧场版 我们仍未知道那天所看见的花的名字。,1989,2546
46234,丹特丽安的书架 荆姬,2928,731
46307,恶之华,4442,2081
46312,头文字D Fifth Stage,1703,703
46451,荔枝DE光之俱乐部,6558,277
46452,失忆症,6183,923
46458,偶像活动 第一年,820,344
46533,机械女警,2303,267
46537,三国志 第一部 英雄的黎明,1224,84
46538,三国志 第二部 长江的燃烧,1425,64
46539,三国志 第三部 辽阔的大地,1681,59
46675,伊里野的天空、UFO的夏天,1377,1239
46703,侵略！！乌贼娘 OAD,2051,707
46728,RDG 濒危物种少女,5221,1993
46742,马达加斯加企鹅 第一季,1580,159
46826,幻想玩偶,6484,390
46828,悠悠式,2718,1061
46829,Q弟侦探因幡,2373,1062
46832,网球并不可笑嘛,2766,1172
46833,锁锁美同学@提不起劲,3415,3028
46834,苍蓝世界的中心,6542,266
46875,小魔女蒙娜,3954,151
46940,名侦探柯南 第11位前锋,6917,1860
46954,寄生魔偶,3153,75
47041,异国迷宫的十字路口,2171,2459
47140,爸爸love,6466,236
47144,麦兜故事,1048,527
47146,麦兜菠萝油王子,1394,130
47147,麦兜当当伴我心,2367,175
47170,你好七叶,4314,318
47243,阿拉蕾,1828,223
47247,15美少女漂流记,5153,645
47275,木橱童子,2447,302
47276,乃木坂春香的秘密 Finale♪,5790,324
47374,秦时明月大电影之龙腾万里,7165,272
47464,侦探歌剧 少女福尔摩斯 Alternative ONE,4568,255
47533,谜样女友X OAD 谜之夏日祭典,3066,266
47537,ラブリデイ～僕と彼女の七日間～,6891,73
47573,宮崎摩耶大图鉴,6616,87
47576,银魂' 延长战,95,3281
47629,啄木鸟伍迪,2257,137
47630,小虎还乡,4600,224
47656,可可可心一家人,4551,61
47664,大话三国,4543,96
47665,鼹鼠的故事,361,594
47666,傻大猫和崔弟,3391,88
47669,可携式机场,6026,87
47670,9号太空站,5448,80
47672,飞天都市计划,5089,81
47684,南家三姐妹 久候多时,1153,1228
47685,南家三姐妹 我回来了,536,3196
47691,偶像大师 Live For You!,6381,153
47696,宝贝女儿好妈妈,4860,71
47721,变形金刚大电影,1175,101
47725,永远之久远 第二章 混沌的兰舞,4740,324
47726,永远之久远 第三章 梦幻的连座,3888,302
47727,永远之久远 第四章 红莲的焦躁,4248,282
47728,永远之久远 第五章 双绝的来复,4505,280
47729,永远之久远 第六章 永远之永恒,4614,285
47730,宇宙战舰大和号2199 第二章「死战太阳系」,958,186
47731,宇宙战舰大和号2199 第三章「无尽的航海」,759,179
47759,四驱兄弟WGP,1477,832
47760,四驱兄弟MAX,4127,245
47761,四驱兄弟WGP 暴走四驱大追踪,2873,107
47763,足球小将J,2608,175
47764,足球小将GOAL!,2243,202
47888,大小姐 嫁入战争,5899,362
47889,来自风平浪静的明天,904,5614
47891,凯尔经的秘密,1036,255
47950,地狱天使,4891,191
47957,超次元游戏 海王星,3861,1714
48031,GJ部,2757,2793
48032,科学家们,7171,327
48034,琴浦小姐,3943,2131
48037,兔宝的悲惨日常,5021,399
48039,上海蝙蝠侠,2786,155
48044,人工少女,5937,107
48055,百花缭乱 SAMURAI BRIDE,5735,784
48061,kira☆kira 5周年纪念动画,3303,98
48065,血意少年,3398,1960
48118,プリーズ・○○○・ミー！,5960,279
48119,少女×少女×少女 THE ANIMATION,4996,379
48289,学生会的一己之见 Lv.2,3858,2351
48358,Brandish,6600,288
48669,战勇。,1569,2063
48670,游戏王ZEXAL II,1614,499
48700,High School D×D NEW,2858,2243
48702,闪亮的拓人 剧场版,3235,387
48736,小镇的陷阱～白浊玷污的肢体～,6225,285
48745,攻壳机动队 STAND ALONE COMPLEX 笑面男,142,1035
48746,攻壳机动队 S.A.C. 2nd GIG 个别的十一人,181,942
48854,夏色奇迹,4437,1243
48880,"Wake Up, Girls!",3582,1256
48882,小小大叔,5730,201
48928,龙珠Z 击败超战士,3813,141
48932,龙珠Z 复活的融合！悟空与贝吉塔,2223,257
48943,龙珠Z 龙拳爆发,2575,190
48944,龙珠 最强之道,3166,120
48997,加速世界 Stage:01 -银翼的觉醒-,5081,1035
48999,龙珠Z 一夫当关的最后决战~挑战弗利萨的Z战士 孙悟空的父亲~,1913,175
49000,龙珠Z・绝望的反抗!!残留的超战士・悟饭和特兰克斯,2219,155
49015,Fate/Zero,160,19030
49018,万能蔬菜卜卜侠,6301,176
49019,爷爷的煤油灯,1413,426
49020,羈绊 一击,5748,192
49050,童话枪手小红帽,2960,86
49057,蟑螂娘,7091,420
49068,心理测量者,301,10015
49074,名侦探柯南 第11位前锋,6917,1860
49087,这名男子，捡到了人鱼。,3953,432
49119,妹妹公主 RePure,4626,171
49131,约会大作战,4802,8156
49229,探险活宝 第一季,644,257
49247,绝对纯白 魔法少女,6736,275
49270,生化危机 诅咒,2783,614
49278,境界的彼方,3210,8462
49294,Love Live!,2043,6384
49305,ワルキューレ調教・ザーメンタンクの戦乙女10人姉妹,6894,139
49313,鲁邦三世 最后的工作,2275,99
49314,鲁邦三世 Master File,2248,79
49315,东方活动写真馆,447,436
49362,加速世界 Stage:02 -加速的顶点-,5510,914
49423,金田一少年事件簿2 杀戮的深蓝,2118,77
49424,金田一少年之事件簿 歌剧院杀人事件,1390,107
49425,金田一少年事件簿 黒魔术杀人事件,3383,148
49426,金田一少年之事件簿 2007年特别篇,2239,68
49427,金田一少年之事件簿 2007年特别篇,2239,68
49429,金田一少年之事件簿 2007年特别篇,2239,68
49532,独蛾～THE ANIMATION～,5479,207
49559,偶像宣言,4711,91
49568,心跳回忆,3115,63
49598,纯情罗曼史2,2543,463
49619,拜托了 爱因兹贝伦咨询室,3715,773
49633,交响诗篇AO 少女之花,5553,255
49666,剧场版 空之境界 Remix,822,792
49693,Phi-Brain～神之谜题3,4309,153
49742,交涉人勇午,2792,77
49816,水着彼女～THE ANIMATION～,2753,419
49817,お嬢様はHがお好き～THE ANIMATION～,5629,249
49883,特工次世代,4475,69
49892,剧场版 花开伊吕波 HOME SWEET HOME,736,2931
49939,交响诗篇AO 少女之花,5553,255
49977,短篇 阿滋漫画大王 THE ANIMATION,5196,77
49979,阿滋漫画Web大王,4089,69
49983,我的朋友很少 第0话,5110,985
50017,蝙蝠侠 黑暗骑士归来（上）,796,236
50022,特工次世代 序幕,5783,60
50160,ふくびき! トライアングル～美晴アフター～,4907,269
50167,蝙蝠侠：第一年,2099,82
50222,今夜呼叫我,6859,78
50323,南方公园 第12季,605,142
50331,中二病也要谈恋爱！Lite,1952,3751
50401,纤细爱情,3896,245
50512,神秘之法,7665,122
50513,海贼王 Z,1418,912
50535,银河机攻队 Majestic Prince,3137,631
50596,骑乘挑战,1757,240
50598,夫妻成长日记,4308,180
50599,夫妻成长日记 第二期,4401,121
50642,天使领域,3555,128
50658,无敌破坏王,927,1169
50674,驯龙记：博克岛的骑手,2549,106
50811,战姬绝唱SYMPHOGEAR G,2408,1171
50814,打工吧！魔王大人,1810,8392
50900,暴力宇宙海贼 剧场版 亚空的深渊,2323,332
50945,天然萌少女明日香 OAD,4058,194
51212,枪械少女 OAD,5148,190
51498,脆莓公园 第一季,1685,98
51592,勇者的故事,3782,154
51621,血咒圣痕,2500,298
51928,某科学的超电磁炮S,823,10396
51935,萝球社！SS,4247,1264
51943,神不在的星期天,4453,2716
51944,堀桑与宫村君,2493,1001
51945,宇宙战舰大和号2199 第四章「银河边境的攻防」,624,186
52043,冰菓,102,19343
52129,少年正义联盟 第二季,517,80
