sid,title,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,rank,vote,avg,std,user
253,星际牛仔,55,11,6,15,64,165,509,1727,3862,5974,1,12388,9.149338069099128,1.1582740133647358,19010
326,攻壳机动队 S.A.C. 2nd GIG,31,8,8,5,16,61,196,924,2122,2949,2,6320,9.159651898734177,1.131392613514034,9905
324,攻壳机动队 STAND ALONE COMPLEX,26,4,6,8,36,99,256,1188,2730,3176,3,7529,9.096028689068934,1.0970668858971986,11796
876,CLANNAD 〜AFTER STORY〜,115,33,26,63,157,383,953,2380,4698,9366,4,18174,9.092494772752284,1.3444331969466687,26578
25961,猫和老鼠,22,9,4,7,26,127,429,1371,2307,3072,5,7374,9.00813669650122,1.1578385700755,11744
6049,新世纪福音战士剧场版 Air/真心为你,36,7,4,29,67,204,766,2128,4220,4424,6,11885,8.947665124106017,1.1605435783820652,18443
237,攻壳机动队,15,2,5,6,28,91,370,1397,2780,2295,7,6989,8.939762483903277,1.056538757407428,10631
1728,浪客剑心 追忆篇,10,2,4,9,19,98,343,1233,2076,1859,8,5653,8.895099946930833,1.0882511257710255,8119
265,新世纪福音战士,83,20,34,57,164,499,1417,3812,6800,7228,9,20114,8.857611613801332,1.268322013894756,30433
211567,3月的狮子 第二季,16,5,4,12,40,120,438,1436,2067,1853,10,5991,8.795359706226005,1.171570469933931,9661
1428,钢之炼金术师 FULLMETAL ALCHEMIST,177,21,21,34,146,326,1045,3358,5471,5274,11,15873,8.773514773514773,1.402690793090535,24505
2907,银河英雄传说,6,1,6,4,19,51,133,390,617,628,12,1855,8.801617250673855,1.2693770673906313,3416
321,机动警察 和平保卫战,8,3,6,4,11,42,150,514,795,668,13,2201,8.792367105860972,1.208803044822231,3384
110467,白箱,30,8,7,24,72,210,945,3856,5279,3559,14,13990,8.74531808434596,1.085796543552394,21506
238,攻壳机动队2 无罪,15,3,2,6,26,100,369,1283,1930,1357,15,5091,8.75427224513848,1.1258986309168424,7730
340,虫师,17,6,7,10,61,183,704,2037,3057,2245,16,8327,8.728233457427645,1.1488264130475985,13428
839,蓝色恐惧,11,5,6,6,34,99,417,1632,2651,1407,17,6268,8.731812380344607,1.0572459897577537,9038
10380,命运石之门,48,17,20,49,170,529,1875,5516,8519,5777,18,22520,8.705861456483126,1.157561178227118,33576
11834,银魂',82,18,24,28,80,267,915,2238,2686,3533,19,9871,8.724242731232904,1.4254652012082707,15613
1608,灌篮高手,21,7,11,26,49,189,637,1749,2422,2087,20,7198,8.706585162545151,1.2352102470612176,11002
3375,凉宫春日的消失,32,8,12,25,95,364,1280,3829,5316,3779,21,14740,8.68853459972863,1.152869770363882,21765
247,银魂,69,22,20,31,79,269,838,2242,2749,3119,22,9438,8.692413646959102,1.3998333694740597,15562
840,千年女优,12,5,1,12,34,159,686,2077,2951,1844,23,7781,8.689628582444415,1.089696166992531,11282
311,千与千寻,15,4,9,14,65,340,1479,4611,5745,3368,24,15650,8.632396166134185,1.0637859673197667,24373
1270,水星领航员 第三季,10,2,6,10,21,66,216,427,501,661,25,1920,8.65625,1.4177309115272898,3198
263750,进击的巨人 第三季 Part.2,132,16,21,31,73,224,770,2813,3948,2804,26,10832,8.634231905465288,1.3988160617394514,17232
770,天元突破 红莲螺岩,18,9,13,34,96,341,946,2578,3558,2324,27,9917,8.595845517797722,1.2126084958702281,15729
146457,瑞克和莫蒂 第三季,14,4,2,9,10,46,279,930,1126,622,28,3042,8.592044707429324,1.1644424390775958,5099
106207,虫师 续章 第2期,6,1,1,3,11,59,259,908,1123,506,29,2877,8.576989920055613,1.05236492081317,4963
1962,大闹天宫,17,11,7,8,40,109,341,973,1223,920,30,3649,8.584269662921349,1.3167072668164215,6066
1015,机动战士高达0080 口袋里的战争,9,2,2,7,17,73,303,957,1277,620,31,3267,8.582797673706764,1.1161986230798653,4682
3302,福音战士新剧场版：破,24,8,13,22,70,272,1058,3313,3815,2221,32,10816,8.561760355029586,1.1459160215168933,16671
37460,哆啦A梦 大山版,3,2,1,1,5,37,179,577,513,405,33,1723,8.58792803250145,1.1220961499051918,3051
93739,乒乓,16,5,8,23,48,167,834,2702,3389,1462,34,8654,8.546221400508436,1.0814426976373925,12931
254,混沌武士,6,3,6,15,36,149,677,2052,2430,1172,35,6546,8.54094103269172,1.0769030153059187,10355
216371,莉兹与青鸟,49,12,11,26,81,297,1018,2550,3085,2216,36,9345,8.54446227929374,1.2935935456774048,13751
9622,机动战士Z高达,12,1,4,5,15,75,282,715,921,562,37,2592,8.554783950617283,1.2254094615206759,4270
9717,魔法少女小圆,72,16,23,67,203,833,2436,6138,7804,4816,38,22408,8.524009282399144,1.2365138797072004,33128
4019,四叠半神话大系,18,5,8,25,73,221,870,2663,3534,1523,39,8940,8.53165548098434,1.1178859832126204,13445
92705,虫师 续章,4,2,2,7,12,67,349,1126,1164,589,40,3322,8.52528597230584,1.0636538043511286,5659
141530,瑞克和莫蒂 第二季,12,2,2,4,16,40,260,1035,1119,475,41,2965,8.525801011804385,1.0922502141848425,4957
325285,奇巧计程车,29,9,10,17,47,167,830,3531,4443,1287,42,10370,8.514657666345226,1.031437941453563,15616
39923,新世纪福音战士剧场版 DEATH(TRUE)2/Air/真心为你,22,7,2,3,34,130,496,1490,1553,930,43,4667,8.500749946432398,1.2117512057401483,8409
841,红辣椒,12,3,6,11,34,185,820,2611,2822,1194,44,7698,8.486100285788517,1.0610742221360887,11203
173849,排球少年 乌野高校 VS 白鸟泽学园高校,6,1,2,7,17,62,329,1367,1317,561,45,3669,8.50395203052603,1.024527850699757,5688
298,天空之城,6,1,2,8,37,216,1012,2899,2959,1452,46,8592,8.490921787709498,1.0467033854550492,13320
93377,瑞克和莫蒂 第一季,8,2,2,3,21,56,339,1223,1230,546,47,3430,8.500874635568513,1.0618616931694944,5727
848,蜂蜜与四叶草II,5,3,5,11,26,91,378,1023,1111,653,48,3306,8.501209921355112,1.169600730255298,5034
10291,攻壳机动队2.0,12,2,1,6,14,61,215,763,787,417,49,2278,8.490342405618964,1.1987130084439104,3819
44693,剧场版 魔法少女小圆 [新篇] 叛逆的物语,17,11,9,22,83,317,1093,3018,3038,1808,50,9416,8.46304163126593,1.1824410299295651,14336
847,蜂蜜与四叶草,9,3,4,13,55,174,521,1297,1403,921,51,4400,8.467727272727272,1.2333820163870997,7260
1453,少女革命,14,11,9,17,41,157,370,845,1119,756,52,3339,8.463312368972746,1.3814602399233635,6071
4583,机动战士高达 逆袭的夏亚,7,1,3,7,10,82,294,769,939,401,53,2513,8.459610027855152,1.1442255269121748,3775
1773,死亡笔记,26,10,11,19,86,352,1524,4367,4708,1935,54,13038,8.438640895842921,1.102870117947016,19802
9912,日常,25,10,17,48,172,581,1792,4815,4806,2872,55,15138,8.433875016514731,1.202408428105034,23946
29883,新・福音战士剧场版：终,50,16,24,49,65,251,671,1672,1954,1473,56,6225,8.444979919678715,1.4607807574319727,9450
1333,剧场版 空之境界 第五章 矛盾螺旋,14,2,8,18,42,240,937,2912,2622,1271,57,8066,8.421398462682866,1.1019597213784218,12397
310,幽灵公主,5,3,4,11,42,196,891,2333,2076,1134,58,6695,8.420911127707244,1.1004698868835139,10239
315574,赛马娘 Pretty Derby 第二季,50,20,15,29,100,287,889,2405,2692,1558,59,8045,8.420633934120572,1.3400451170449803,12563
67753,明日之丈2,8,1,1,1,3,8,16,41,66,105,60,250,8.656,1.9208498119322082,520
335036,英雄联盟：双城之战,58,13,10,23,37,119,481,1576,1706,830,61,4853,8.39357098701834,1.3985568063147746,7250
246001,我的三体 章北海传,24,5,11,4,14,54,246,1024,1034,367,62,2783,8.396334890406036,1.2499144945073808,4075
317613,辉夜大小姐想让我告白-超级浪漫-,61,17,7,22,82,250,1120,3218,3170,1534,63,9481,8.392363674717856,1.2507737139292388,14941
294135,剧场版 少女☆歌剧 Revue Starlight,14,11,16,24,51,151,516,1184,1396,775,64,4138,8.395118414693089,1.3277516538570588,5921
320,攻壳机动队 S.A.C. Solid State Society,10,2,2,5,13,59,291,1053,819,390,65,2644,8.392965204236006,1.1183230422952206,4313
23304,传说巨神伊迪安 发动篇,6,1,1,5,3,15,56,126,149,129,66,491,8.486761710794298,1.5148040351842595,774
1704,猎人,3,2,2,13,34,125,475,1290,1126,586,67,3656,8.37636761487965,1.1350442884009986,5918
328609,孤独摇滚！,160,42,31,38,131,428,1770,4948,4664,2700,68,14912,8.359844420600858,1.392833888835805,22130
51,CLANNAD,81,30,35,75,259,796,2171,4765,4756,3394,69,16362,8.353379782422687,1.37864778987211,25160
152091,吹响！悠风号 第二季,30,11,10,18,56,219,1071,3320,2682,1254,70,8671,8.359243455195479,1.1483219788929566,13398
176615,昭和元禄落语心中 -助六再临篇-,7,1,6,1,20,48,210,659,605,256,71,1813,8.365140650854936,1.1776267160558425,3001
975,海贼王,68,35,28,79,235,573,1360,2315,1940,2889,72,9522,8.353392144507456,1.608298535451655,17971
72266,少女与战车 剧场版,16,3,6,15,34,144,606,1835,1593,665,73,4917,8.347162904209885,1.1435855293894845,7228
124341,水星领航员 The AVVENIRE,6,2,2,6,10,46,136,333,284,245,74,1070,8.4,1.3722210660843273,1946
793,Code Geass 反叛的鲁路修,45,9,14,43,114,549,1813,4814,4388,2038,75,13827,8.332682432921096,1.1909491128668217,20756
295,风之谷,7,3,3,12,36,179,796,2141,1706,814,76,5697,8.340881165525715,1.0968549976299093,8781
120236,排球少年 第二季,8,2,2,3,22,57,409,1840,1172,449,77,3964,8.35090817356206,0.9889509076406694,6306
822,FLCL,23,10,14,24,67,261,795,1762,1719,1083,78,5758,8.343869399096908,1.3200262734465227,8906
1671,化物语,21,12,24,43,153,585,2103,5397,4575,2252,79,15165,8.3188921859545,1.1657785906006926,22870
18692,哆啦A梦,5,5,1,4,23,111,435,1017,743,498,80,2842,8.326178747361013,1.1911933916915802,5093
325585,无职转生～到了异世界就拿出真本事～ 第2部分,94,15,15,38,91,327,1208,3615,3204,1586,81,10193,8.320415971745316,1.3276050670277746,15243
3553,∀高达,13,2,4,10,23,72,237,438,526,326,82,1651,8.34221683827983,1.4218268007978068,2800
262897,摇曳露营△ 第二季,24,8,9,10,70,164,787,2372,1761,889,83,6094,8.313915326550706,1.1906042832483088,10032
132373,猫的协奏曲,3,0,0,1,2,8,45,111,103,78,84,351,8.475783475783476,1.3003880196119588,619
1959,怪物,8,1,1,12,29,113,357,867,846,369,85,2603,8.306953515174799,1.206930960733973,4481
248154,强风吹拂,10,4,6,16,42,172,592,1914,1513,587,86,4856,8.295922570016474,1.1238905628661051,8026
147068,3月的狮子,14,1,4,19,64,211,822,2566,1916,799,87,6416,8.292705735660848,1.1117639645670054,10918
4163,百变之星,8,2,3,10,16,55,146,320,325,236,88,1121,8.33006244424621,1.4496844824608188,2095
3128,数码宝贝大冒险,8,4,9,6,38,209,987,2272,1565,890,89,5988,8.280060120240481,1.1323077193363367,9465
115908,吹响！悠风号,42,9,18,29,92,357,1570,4841,3372,1466,90,11796,8.270430654459139,1.1461276235024263,17934
605,棋魂,4,3,5,4,33,141,555,1307,1050,511,91,3613,8.290340437309714,1.1403614638660495,5637
240386,冰海战记,16,14,13,21,54,153,760,2472,2081,609,92,6193,8.278701760051671,1.1253548348424942,9984
842,东京教父,6,5,1,8,21,127,637,2124,1423,478,93,4830,8.272463768115943,1.0110607431440517,7111
2741,棒球英豪,7,2,5,7,22,61,227,499,468,264,94,1562,8.298975672215109,1.316053338559318,2537
1269,水星领航员 第二季,2,2,7,4,29,71,294,610,475,319,95,1813,8.282956425813568,1.2546314317523266,3156
47576,银魂' 延长战,33,5,11,14,48,156,510,1022,729,749,96,3277,8.271284711626487,1.497208050779485,5707
1891,少女革命剧场版 思春期默示录,1,2,3,11,16,67,267,577,545,228,97,1717,8.276062900407688,1.1766378033250515,2604
100501,太空丹迪 第二季,7,3,1,3,23,77,297,964,757,247,98,2379,8.271963009667928,1.1050421207291048,3735
860,星际牛仔 天国之扉,6,4,1,11,26,148,655,1855,1322,501,99,4529,8.260543166261868,1.0651714465759934,6822
113292,JOJO的奇妙冒险 星尘斗士 埃及篇,13,6,5,15,48,237,1250,3784,2486,900,100,8744,8.252287282708142,1.03558893781183,14186
8,Code Geass 反叛的鲁路修R2,42,16,33,70,166,526,1723,3932,3367,1792,101,11667,8.243678752035656,1.3008236048402675,17273
33352,爆漫王。3,4,4,6,10,22,145,495,1503,1033,449,102,3671,8.260964314900573,1.1074149168057286,5681
1856,十二国记,8,2,7,12,55,141,428,986,973,419,103,3031,8.258990432200594,1.2536574681377406,4816
2496,物怪,4,5,7,13,36,121,466,1174,948,414,104,3188,8.25564617314931,1.1786271559206334,4978
27364,冰菓,45,25,20,64,218,911,2937,7040,5189,2825,105,19274,8.238922901317837,1.2173037303280008,30009
298477,来自深渊 烈日的黄金乡,37,10,12,15,46,221,928,2235,1920,787,106,6211,8.249074223152471,1.244642822418942,9701
88473,虫师 特別篇 蚀日之翳,5,2,0,1,12,65,305,984,597,246,107,2217,8.25575101488498,1.0495158955668364,3608
493,皇家国教骑士团 OVA,9,5,7,20,48,171,626,1571,1322,521,108,4300,8.242790697674419,1.1822845948287073,6609
203526,来自深渊,16,4,17,20,84,283,1416,4591,3200,930,109,10561,8.23908720765079,1.03408920272182,16190
965,永生之酒,15,6,11,31,92,329,1177,3214,2471,925,110,8271,8.228509249183896,1.1417552575728271,12881
276,幸运星,27,8,16,44,120,462,1639,4203,3043,1378,111,10940,8.21782449725777,1.1832902808525179,16998
315,钢之炼金术师,39,12,11,27,69,299,1041,2558,2177,921,112,7154,8.232736930388594,1.2613196165656075,11669
6048,新世纪福音战士剧场版 死与新生,24,2,4,14,65,245,949,2307,1502,878,113,5990,8.228380634390652,1.2112146590411041,10348
37785,来自新世界,27,19,19,56,133,486,1424,3168,3326,1187,114,9845,8.23189436262062,1.2542496647183636,15596
40003,福星小子2 绮丽梦中人,4,2,1,2,8,25,88,281,278,80,115,769,8.289986996098829,1.2059307818221214,1174
1104,机器人总动员,4,3,6,4,27,197,779,1879,1296,586,116,4781,8.234678937460782,1.0923370431738422,7312
2734,星空清理者,12,8,11,14,27,140,368,988,919,376,117,2863,8.244149493538247,1.2945976444944391,4732
207195,摇曳露营△,23,8,9,16,69,309,1370,4004,2531,1038,118,9377,8.22331236002986,1.0996225087437477,14762
10356,猎人 OVA,1,1,0,4,11,40,199,459,349,146,119,1210,8.24793388429752,1.1005707890655723,2020
12426,轻音少女 剧场版,26,10,7,24,94,369,1338,3096,1867,1347,120,8178,8.223771093176817,1.2460992646218345,12855
302,龙猫,6,1,2,16,56,270,1271,3201,2033,903,121,7759,8.223997937878593,1.061742081416347,12001
120700,虫师 特别篇 铃之雫,3,3,1,2,10,60,220,683,437,185,122,1604,8.24002493765586,1.1016283569265077,2739
309311,赛博浪客,20,13,17,40,113,417,1625,4495,3277,1118,123,11135,8.202245172878312,1.1259499355467386,15707
41568,歌牌情缘2,13,3,2,6,34,106,472,1395,889,390,124,3310,8.223564954682779,1.1498800585731332,5048
485,凉宫春日的忧郁,27,7,22,50,144,559,1927,4464,3203,1524,125,11927,8.187222268801879,1.203141853896463,18533
769,飞跃巅峰！,9,3,7,19,48,174,601,1230,1057,484,126,3632,8.20374449339207,1.2416271425625696,5385
282684,悠哉日常大王 Nonstop,3,1,3,2,24,98,494,1452,768,363,127,3208,8.212593516209477,1.0395860517342728,5685
8986,蜡笔小新 呼风唤雨！大人帝国的反击,1,1,0,2,6,31,160,425,285,105,128,1016,8.23031496062992,1.0434017933541253,1648
3774,轻音少女 第二季,60,13,27,48,201,683,2046,4403,2973,2046,129,12500,8.178,1.3326349837821307,19713
84171,排球少年,8,1,2,10,31,143,703,2563,1236,469,130,5166,8.18970189701897,0.9953523569779216,8406
9565,龙珠,3,3,2,8,36,171,695,1465,940,512,131,3835,8.192438070404172,1.139772925535618,6438
3996,天元突破红莲螺岩 螺岩篇,4,3,3,5,25,123,401,1049,718,308,132,2639,8.201212580522926,1.13842197473129,4539
772,福音战士新剧场版：序,23,7,8,8,64,358,1622,4183,2278,1133,133,9684,8.179574555968609,1.1054818088300367,15134
531,水星领航员,7,3,5,17,50,157,484,969,727,471,134,2890,8.194117647058823,1.3037210519566211,5077
794,电脑线圈,5,2,3,12,43,162,573,1404,1105,342,135,3651,8.178855108189538,1.1161285671725136,5895
12536,夏目友人帐 参,15,2,6,9,63,307,1228,2696,1412,1025,136,6763,8.184533491054266,1.1793043987356133,11116
995,欢迎加入NHK！,13,3,11,16,49,250,843,1891,1516,557,137,5149,8.177121771217712,1.1777757628894907,8252
218708,比宇宙更远的地方,31,10,13,45,131,404,1406,3535,2704,1073,138,9352,8.184024807527802,1.2149400261472993,14740
119394,昭和元禄落语心中,9,1,5,5,26,87,381,1168,771,245,139,2698,8.190511489992588,1.1056290190889853,4584
338,全金属狂潮 校园篇,14,2,6,8,35,220,806,2130,1350,524,140,5095,8.171736997055937,1.1148678616259282,7589
48745,攻壳机动队 STAND ALONE COMPLEX 笑面男,5,5,1,2,9,31,155,418,276,131,141,1033,8.209099709583736,1.2433110334798811,2011
8621,战斗之魂Brave,1,1,0,1,1,7,12,27,42,39,142,131,8.564885496183207,1.5288534677398529,275
844,人狼,3,2,3,3,11,62,281,741,565,136,143,1807,8.187603763143331,1.0560921178164369,2660
750,水星领航员 OVA ～ARIETTA～,3,1,2,5,13,46,185,397,232,182,144,1066,8.20919324577861,1.2674115332247073,1903
11577,偶像大师,9,1,7,23,85,292,894,1765,1187,766,145,5029,8.157088884470074,1.2591995757380177,8209
285901,黄金神威 第三季,3,1,1,5,12,58,276,995,534,160,146,2045,8.182885085574572,0.9913072000090511,3304
217300,进击的巨人 第三季,57,8,12,22,64,297,1437,4080,2278,1009,147,9264,8.159542314335061,1.185157400267203,15523
148037,伤物语III 冷血篇,2,2,4,7,26,139,704,2154,960,412,148,4410,8.147392290249433,0.997524715546688,7080
3627,回忆三部曲,5,3,2,7,12,87,404,1212,736,192,149,2660,8.156015037593985,1.0285864742996655,3958
278569,高分少女 第二季,6,2,6,7,28,101,459,1245,734,288,150,2876,8.157510431154382,1.1122106091216675,4632
768,飞跃巅峰2！,6,2,4,11,41,148,437,1213,801,329,151,2992,8.162098930481283,1.1675168497674178,4378
110148,怪诞小镇 第二季,5,1,0,1,5,20,82,230,168,74,152,586,8.228668941979523,1.264748057155957,1035
4124,Heart Catch 光之美少女！,5,2,2,4,21,67,129,317,258,158,153,963,8.181723779854622,1.3954377296931357,1780
4077,王牌投手 振臂高挥～夏日大会篇～,5,1,2,3,14,45,220,560,308,168,154,1326,8.172699849170437,1.1797217424238178,2044
240760,灵能百分百 第二季,12,3,3,8,52,258,1273,3814,1978,601,155,8002,8.135716070982255,0.9940218928591503,13077
1267,王牌投手 振臂高挥,6,1,1,4,18,83,316,714,382,249,156,1774,8.155016910935739,1.202301989100385,2754
116370,日本动画（人）博览会,3,1,1,4,15,52,268,879,413,164,157,1800,8.153333333333334,1.0300161811026725,3282
1940,魔卡少女樱,10,5,6,10,75,317,1413,2714,1410,948,158,6908,8.125072379849449,1.1683642017390545,11447
10639,Fate/Zero,54,17,35,67,213,862,3194,7560,5119,1862,159,18983,8.124479797713743,1.171148137362748,29096
216372,剧场版 吹响！悠风号～誓言的终章～,5,2,7,2,35,158,783,2321,1082,420,160,4815,8.13042575285566,1.012291297640476,7433
282433,别对映像研出手！,15,6,7,14,50,229,993,2485,1692,455,161,5946,8.129330642448705,1.0943963878518512,9838
202240,春宵苦短，少女前进吧！,7,5,6,15,62,238,909,2483,1673,418,162,5816,8.132221458046768,1.0632767165656931,8615
175596,终物语（下）,5,3,1,6,25,151,690,1839,914,370,163,4004,8.126123876123875,1.0391088073564938,6724
120791,银魂°,18,4,6,13,49,155,482,996,600,474,164,2797,8.134787272077226,1.3858915754337995,5200
246238,瑞克和莫蒂 第四季,6,1,4,3,12,71,304,772,453,184,165,1810,8.143093922651934,1.1336000137520004,3230
68812,物语系列 第二季,14,1,2,10,62,278,1265,3427,1666,677,166,7402,8.116049716292894,1.0487517376392526,12171
45089,山水情,4,2,1,4,4,21,79,220,157,76,167,568,8.202464788732394,1.3226870253654208,928
288,寒蝉鸣泣之时 解,11,3,15,35,74,390,1342,3093,2173,721,168,7857,8.122311314751178,1.133197374463139,12056
22588,爆漫王。2,3,2,5,13,33,153,641,1848,903,345,169,3946,8.110745058286874,1.0483260145221678,6191
28533,宇宙兄弟,4,1,3,5,28,62,244,611,357,181,170,1496,8.132352941176471,1.2087565199949852,2938
353605,灵能百分百 第三季,12,3,4,7,38,195,816,2033,1153,423,171,4684,8.112937660119556,1.0964635312504676,7617
1984,老人与海,3,1,2,2,7,18,120,319,196,75,172,743,8.166890982503364,1.157400855568416,1171
3324,心灵游戏,7,3,2,7,20,72,229,564,421,153,173,1478,8.12787550744249,1.2525566625471756,2121
1424,轻音少女,51,22,22,51,240,905,2840,6062,3442,2123,174,15758,8.096141642340399,1.2612067859451999,24175
56847,辉夜姬物语,2,1,5,6,29,91,352,699,460,226,175,1871,8.11865312667023,1.1945133356174988,2796
9005,龙珠Z,6,1,2,5,29,134,419,839,495,301,176,2231,8.109816225907664,1.2250367084672058,3809
13552,机动警察 NEW OVA,5,0,0,0,2,12,77,226,150,42,177,514,8.178988326848248,1.1582331522121065,856
1029,悠久之翼2,11,2,8,13,75,263,726,1480,1087,495,178,4160,8.100721153846154,1.2496920617367702,6564
843,妄想代理人,8,2,9,14,40,173,566,1197,879,301,179,3189,8.08780181875196,1.199641355775342,5139
21032,猎人,8,1,9,26,63,225,709,1452,865,492,180,3850,8.075324675324675,1.254203927592531,6650
1266,交响诗篇,4,4,6,24,50,200,553,1175,842,340,181,3198,8.075359599749843,1.2328673717665535,5422
909,龙与虎,23,15,19,63,214,869,2916,6422,3865,1612,182,16018,8.074603570982644,1.1637083189567623,24747
48746,攻壳机动队 S.A.C. 2nd GIG 个别的十一人,7,4,0,1,7,34,155,399,233,102,183,942,8.123142250530785,1.2550177416203214,1837
218707,少女终末旅行,3,4,9,19,105,428,1599,3885,2102,753,184,8907,8.075446278208151,1.066935738193024,14747
127563,一拳超人,13,9,11,21,108,434,2075,5804,2612,816,185,11903,8.058220616651264,1.0120110859552551,18728
3172,超时空要塞 可曾记得爱,1,1,1,6,9,80,294,628,370,143,186,1533,8.08675799086758,1.0930191784554246,2327
3423,剧场版 空之境界 第七章 杀人考察（后）,16,8,11,18,70,280,1189,2811,1467,612,187,6482,8.068651650725085,1.1423281530678802,10251
1948,奇诺之旅,3,4,3,18,35,162,599,1387,810,289,188,3310,8.068882175226586,1.1219177129796032,5466
289,寒蝉鸣泣之时,14,4,11,39,103,461,1765,3846,2280,777,189,9300,8.054301075268818,1.1180617809015843,14651
10379,装甲骑兵VOTOMS,3,0,0,1,10,16,57,148,118,46,190,399,8.165413533834586,1.291074727425483,768
12885,攻壳机动队 S.A.C. SSS 3D,7,2,1,1,8,25,148,395,183,98,191,868,8.100230414746544,1.2435455266547186,1682
28205,日常 ETV版,11,1,2,8,22,60,256,585,314,184,192,1443,8.07969507969508,1.3130390034934702,3013
296739,冰海战记 第二季,8,5,6,8,15,51,201,561,326,135,193,1316,8.075987841945288,1.307100440732162,3901
294880,罗小黑战记 众生之门篇,14,1,1,3,15,36,258,734,290,163,194,1515,8.07920792079208,1.2225858678611072,2659
211089,剧场版 吹响！悠风号～想要传达的旋律～,8,2,1,4,17,76,424,1230,424,216,195,2402,8.058284762697753,1.0629323596424118,4414
334105,剧场版 魔法少女小圆 〈魔女之夜的回天〉,3,0,0,0,1,0,7,20,16,32,196,79,8.620253164556962,1.8711926574311268,271
72941,斩服少女,18,8,16,35,114,487,1942,4432,2446,792,197,10290,8.036734693877552,1.108589762704932,17068
486,娜娜,3,1,2,16,37,153,465,892,559,283,198,2411,8.058896723351307,1.218827258497809,4334
1625,海马,4,2,3,9,19,77,265,686,390,145,199,1600,8.070625,1.1707421190744782,2538
85631,JOJO的奇妙冒险 星尘斗士,14,5,8,23,79,352,1666,4102,1868,705,200,8822,8.04658807526638,1.0586867033390797,14420
891,续 夏目友人帐,10,2,2,7,49,240,1223,2644,1103,566,201,5846,8.045330140266849,1.0707912154253212,9430
8402,吊带袜天使,19,5,16,36,99,375,1324,2712,1735,636,202,6957,8.035791289348857,1.2032302821251348,11103
37183,太阳之牙达格拉姆,1,0,0,0,0,1,18,26,36,19,203,101,8.465346534653465,1.2630652361635257,212
496,黑客帝国动画版,4,0,1,5,22,77,241,625,352,128,204,1455,8.064604810996563,1.1445154282381413,2258
52787,怪医黑杰克 OVA,2,0,0,0,6,12,84,221,126,36,205,487,8.119096509240247,1.0599023650979253,874
18294,歌牌情缘,16,3,2,12,59,219,797,1874,955,415,206,4352,8.042509191176471,1.1687898899720242,6912
55770,进击的巨人,97,27,29,70,249,885,3080,7047,3645,1860,207,16989,8.029548531402673,1.272306220806518,27110
112419,种树的牧羊人,1,1,0,1,3,10,30,96,55,36,208,233,8.218884120171674,1.2868381416793948,365
4042,祖先大人万万岁,5,0,3,3,13,36,86,234,169,74,209,623,8.093097913322632,1.3730964182167116,1011
307,红猪,4,1,4,6,25,165,673,1448,732,269,210,3327,8.034265103697024,1.0673296582557834,5084
44692,剧场版 魔法少女小圆 [后篇] 永远的物语,8,3,4,9,48,190,780,1675,756,391,211,3864,8.026915113871636,1.1413098641669857,7006
347887,擅长捉弄的高木同学 第三季,13,6,8,6,41,166,631,1445,620,381,212,3317,8.031655110039193,1.2220559009704668,5804
37063,百变之星 不死鸟传说 ～蕾拉・汉密尔顿物语～,2,0,2,1,6,23,68,149,113,51,213,415,8.132530120481928,1.2872973869101765,682
234,AIR,18,11,26,47,191,620,1757,2843,2090,1092,214,8695,8.022311673375503,1.3173619034820494,13555
290980,向山进发 Next Summit,5,2,3,2,19,86,362,852,414,149,215,1894,8.026927138331573,1.1042843310555146,3482
1606,凉宫春日的忧郁 2009,51,16,30,66,156,595,2147,4833,2503,1114,216,11511,8.005125532099731,1.2424980370385552,18070
28440,狼的孩子雨和雪,9,6,8,14,62,252,1073,2584,1326,374,217,5708,8.02032235459005,1.0703727031730068,8319
18624,回转企鹅罐,24,8,24,77,179,543,1514,2824,2091,934,218,8218,8.021659771233876,1.3244680790680583,13098
259,夏目友人帐,10,3,8,11,108,450,1622,3533,1582,800,219,8127,8.020179648086625,1.117370182056823,13247
927,秒速5厘米,31,23,40,82,261,1056,3212,5333,3460,1827,220,15325,8.008091353996738,1.282610426248235,22959
10843,白兔糖,7,4,5,11,74,304,1346,2999,1395,544,221,6689,8.024667364329495,1.064726153882113,10236
62680,机动战士高达 THE ORIGIN,3,2,4,7,5,60,295,856,404,90,222,1726,8.042294322132097,1.0132129735789568,2809
43558,JOJO的奇妙冒险,17,7,11,35,129,537,2024,4212,2210,884,223,10066,8.01361017285913,1.1363061539801005,16590
696,剑风传奇,2,0,2,3,17,59,229,530,288,101,224,1231,8.04549147034931,1.105136253793151,2169
80864,太空丹迪,8,2,4,8,36,135,550,1371,670,213,225,2997,8.016016016016016,1.1001306124463215,4941
1443,四叶游戏,2,1,0,5,14,55,173,466,219,93,226,1028,8.038910505836576,1.1342062051171309,1626
10404,明日之丈,4,1,0,2,2,10,42,91,78,38,227,268,8.164179104477611,1.4796834567233257,632
100444,四月是你的谎言,30,9,25,66,181,643,2399,4917,2603,1111,228,11984,7.9953271028037385,1.1952892879084973,19326
101442,悠哉日常大王 Repeat,4,2,1,9,32,191,939,2277,860,350,229,4665,8.013290460878885,1.002374029946481,7734
23495,夏目友人帐 肆,10,1,5,9,55,233,1029,2014,855,489,230,4700,8.007659574468086,1.1356621702608223,7913
160209,你的名字。,29,6,21,62,246,922,3488,6978,3751,1474,231,16977,8.002179419214231,1.1432920229199728,25310
